from_city;to_city;migration
BAYBURT;BARTIN;32
KILIS;TUNCELI;32
SINOP;TUNCELI;32
SIRNAK;ERZURUM;32
KIRKLARELI;AGRI;32
SIRNAK;AGRI;32
SIRNAK;TRABZON;32
CANKIRI;GUMUSHANE;32
BITLIS;TUNCELI;32
ARDAHAN;OSMANIYE;32
BATMAN;GIRESUN;32
AGRI;TUNCELI;32
KILIS;SIIRT;32
BILECIK;CORUM;32
BARTIN;RIZE;32
CANKIRI;ARDAHAN;32
RIZE;BAYBURT;31
KILIS;SINOP;31
ERZINCAN;OSMANIYE;31
BINGOL;GIRESUN;31
BINGOL;HAKKARI;31
KARS;KILIS;31
MUS;ARDAHAN;31
ERZINCAN;IGDIR;31
KOCAELI;AGRI;31
SINOP;BATMAN;31
SIIRT;ERZINCAN;31
KILIS;MUS;31
TEKIRDAG;BATMAN;31
TUNCELI;SIIRT;31
ZONGULDAK;OSMANIYE;31
USAK;HAKKARI;31
MARDIN;ARTVIN;31
ANTALYA;HAKKARI;31
BINGOL;AMASYA;31
BURDUR;IGDIR;31
EDIRNE;MUS;30
TRABZON;KILIS;30
SANLIURFA;ARDAHAN;30
ARDAHAN;MUS;30
TUNCELI;CANKIRI;30
BOLU;OSMANIYE;30
SIRNAK;SAMSUN;30
MUS;HAKKARI;30
ZONGULDAK;TUNCELI;30
SIIRT;CORUM;30
EDIRNE;ARDAHAN;30
AMASYA;KILIS;30
AKSARAY;ARTVIN;30
BINGOL;ARTVIN;30
YALOVA;KAYSERI;30
MUS;KARABUK;30
BILECIK;BURDUR;30
IGDIR;NIGDE;30
BATMAN;YOZGAT;30
NEVSEHIR;BAYBURT;30
GUMUSHANE;HAKKARI;30
GAZIANTEP;BAYBURT;29
SIRNAK;SIVAS;29
BARTIN;YOZGAT;29
TUNCELI;SINOP;29
KIRKLARELI;SIRNAK;29
NEVSEHIR;ARDAHAN;29
AGRI;BARTIN;29
BAYBURT;SANLIURFA;29
ANTALYA;KILIS;29
BURDUR;OSMANIYE;29
YALOVA;ARTVIN;29
HAKKARI;KAYSERI;29
DENIZLI;GUMUSHANE;29
BOLU;BITLIS;28
CANAKKALE;OSMANIYE;28
BOLU;IGDIR;28
BARTIN;BATMAN;28
SINOP;IGDIR;28
BINGOL;KASTAMONU;28
KOCAELI;BINGOL;28
IGDIR;BINGOL;28
YALOVA;HATAY;28
KARABUK;BINGOL;28
IGDIR;NEVSEHIR;28
NIGDE;ARDAHAN;28
NIGDE;KILIS;28
DUZCE;KARAMAN;28
SINOP;ERZINCAN;28
GUMUSHANE;ADIYAMAN;28
ORDU;KILIS;28
KARAMAN;HAKKARI;28
TEKIRDAG;KARAMAN;28
IGDIR;KIRSEHIR;28
BARTIN;KIRIKKALE;28
SIRNAK;MUS;28
DUZCE;ELAZIG;28
CANAKKALE;KIRSEHIR;28
CANKIRI;BAYBURT;28
ERZINCAN;BITLIS;28
DUZCE;KIRSEHIR;28
YALOVA;TOKAT;28
AKSARAY;BAYBURT;27
USAK;KIRSEHIR;27
TOKAT;KILIS;27
KARABUK;HAKKARI;27
BAYBURT;KIRSEHIR;27
TUNCELI;KARAMAN;27
BARTIN;KARAMAN;27
BOLU;BATMAN;27
GUMUSHANE;BATMAN;27
IGDIR;ARTVIN;27
BINGOL;SINOP;27
ADIYAMAN;ARTVIN;27
BATMAN;CORUM;27
SINOP;BITLIS;27
MUS;GUMUSHANE;27
BARTIN;SANLIURFA;27
HAKKARI;OSMANIYE;27
KILIS;BILECIK;27
TEKIRDAG;CORUM;27
KILIS;ORDU;27
SIIRT;SINOP;27
SIRNAK;KARS;27
BAYBURT;BURDUR;27
KILIS;RIZE;27
BATMAN;IGDIR;27
IGDIR;GIRESUN;27
YALOVA;SIVAS;27
NEVSEHIR;IGDIR;27
HAKKARI;YALOVA;27
CANAKKALE;BAYBURT;26
ADIYAMAN;GUMUSHANE;26
NEVSEHIR;ARTVIN;26
ERZINCAN;HAKKARI;26
TEKIRDAG;BITLIS;26
TEKIRDAG;RIZE;26
RIZE;MUS;26
KIRKLARELI;ERZINCAN;26
BARTIN;TUNCELI;26
VAN;SINOP;26
SINOP;MUS;26
BILECIK;BITLIS;26
BATMAN;TUNCELI;26
BILECIK;TUNCELI;26
BILECIK;KIRSEHIR;26
HAKKARI;BURDUR;26
KARABUK;AGRI;26
HAKKARI;SIIRT;26
HAKKARI;USAK;26
ARDAHAN;GUMUSHANE;26
SIRNAK;ZONGULDAK;26
YALOVA;ORDU;26
SINOP;BINGOL;26
DUZCE;SIIRT;26
BITLIS;RIZE;26
BILECIK;ERZINCAN;26
BINGOL;BARTIN;26
YALOVA;GAZIANTEP;26
GUMUSHANE;MUS;26
USAK;OSMANIYE;26
KARABUK;BITLIS;26
KARABUK;ADIYAMAN;26
NEVSEHIR;KILIS;26
HAKKARI;CANAKKALE;26
DUZCE;AGRI;26
MUGLA;IGDIR;26
KIRSEHIR;KILIS;26
SIRNAK;AKSARAY;26
EDIRNE;ADIYAMAN;25
SINOP;ARTVIN;25
DUZCE;BAYBURT;25
KARABUK;ERZINCAN;25
BILECIK;BARTIN;25
BOLU;ADIYAMAN;25
BARTIN;KARS;25
TUNCELI;HAKKARI;25
BATMAN;HAKKARI;25
KASTAMONU;IGDIR;25
EDIRNE;NEVSEHIR;25
HAKKARI;TRABZON;25
KOCAELI;IGDIR;25
BATMAN;NIGDE;25
KIRIKKALE;KILIS;25
DIYARBAKIR;BAYBURT;25
SIIRT;KARAMAN;25
TEKIRDAG;HAKKARI;25
EDIRNE;GUMUSHANE;25
BOLU;MUS;25
KUTAHYA;IGDIR;25
KOCAELI;BATMAN;25
ZONGULDAK;ARDAHAN;25
RIZE;SIRNAK;25
YALOVA;DIYARBAKIR;25
CANAKKALE;AKSARAY;25
KARABUK;MUS;25
TEKIRDAG;ERZINCAN;25
TUNCELI;IGDIR;25
BURDUR;BAYBURT;25
BILECIK;SIIRT;24
KARAMAN;SINOP;24
SIRNAK;CANKIRI;24
KARABUK;BATMAN;24
KIRKLARELI;YOZGAT;24
TUNCELI;KARABUK;24
SIRNAK;BINGOL;24
BATMAN;AMASYA;24
CANAKKALE;ARTVIN;24
EDIRNE;OSMANIYE;24
BINGOL;IGDIR;24
SIIRT;KILIS;24
KIRKLARELI;AKSARAY;24
BINGOL;BURDUR;24
BARTIN;NEVSEHIR;24
KARABUK;GUMUSHANE;24
HAKKARI;KUTAHYA;24
BURSA;KILIS;24
ARTVIN;TUNCELI;24
CANAKKALE;IGDIR;24
BILECIK;RIZE;24
BAYBURT;TUNCELI;24
BARTIN;MUS;23
SAKARYA;SIIRT;23
SAKARYA;ARDAHAN;23
YALOVA;GIRESUN;23
BITLIS;YOZGAT;23
BILECIK;OSMANIYE;23
KASTAMONU;ARDAHAN;23
DUZCE;BATMAN;23
SIRNAK;YALOVA;23
IGDIR;BATMAN;23
CANAKKALE;KILIS;23
KOCAELI;SIRNAK;23
USAK;SINOP;23
BARTIN;ARTVIN;23
EDIRNE;KIRSEHIR;23
ERZINCAN;SIIRT;23
TEKIRDAG;SIIRT;23
HAKKARI;ELAZIG;23
SIRNAK;CANAKKALE;22
KILIS;KARAMAN;22
KUTAHYA;ARTVIN;22
TEKIRDAG;YOZGAT;22
EDIRNE;HAKKARI;22
CORUM;KILIS;22
BITLIS;SINOP;22
SANLIURFA;BAYBURT;22
BARTIN;BINGOL;22
KIRKLARELI;GUMUSHANE;22
MARDIN;GUMUSHANE;22
DUZCE;GUMUSHANE;22
SINOP;OSMANIYE;22
DUZCE;NIGDE;22
USAK;ARTVIN;22
SINOP;GUMUSHANE;22
BITLIS;KARABUK;22
KIRKLARELI;SIIRT;22
NIGDE;BAYBURT;22
BAYBURT;NIGDE;22
SIIRT;AKSARAY;22
CANAKKALE;GUMUSHANE;22
SIIRT;KIRSEHIR;21
KUTAHYA;BAYBURT;21
BAYBURT;OSMANIYE;21
KILIS;KIRSEHIR;21
TEKIRDAG;MUS;21
SIIRT;KARABUK;21
BOLU;HAKKARI;21
EDIRNE;KARAMAN;21
YALOVA;BARTIN;21
AKSARAY;GUMUSHANE;21
MUGLA;ARDAHAN;21
KILIS;ARTVIN;21
ARDAHAN;SIIRT;21
BILECIK;KARAMAN;21
ARDAHAN;BAYBURT;21
KILIS;KARABUK;21
KARAMAN;ARDAHAN;21
TEKIRDAG;OSMANIYE;21
TEKIRDAG;AKSARAY;21
BILECIK;NIGDE;21
KOCAELI;HAKKARI;21
HAKKARI;SIVAS;20
KIRKLARELI;BITLIS;20
BAYBURT;MUS;20
HAKKARI;KAHRAMANMARAS;20
GUMUSHANE;TUNCELI;20
SIRNAK;KIRKLARELI;20
BARTIN;NIGDE;20
SIRNAK;DUZCE;20
BURDUR;ARTVIN;20
KOCAELI;KIRSEHIR;20
ZONGULDAK;BAYBURT;20
KIRKLARELI;KIRSEHIR;20
DENIZLI;KILIS;20
KIRKLARELI;KARAMAN;20
YALOVA;SANLIURFA;20
BOLU;ARDAHAN;20
KILIS;BITLIS;20
TEKIRDAG;GUMUSHANE;20
DUZCE;SIRNAK;20
MUGLA;KILIS;20
BOLU;SIIRT;20
CANKIRI;IGDIR;20
HAKKARI;RIZE;20
RIZE;BITLIS;20
BILECIK;ADIYAMAN;20
GUMUSHANE;ARDAHAN;20
MARDIN;ARDAHAN;20
KIRKLARELI;BINGOL;20
MUS;BAYBURT;20
SIIRT;GIRESUN;20
BINGOL;KARABUK;20
BILECIK;SIRNAK;19
HAKKARI;BILECIK;19
TUNCELI;YOZGAT;19
IGDIR;SIIRT;19
BILECIK;IGDIR;19
KASTAMONU;BAYBURT;19
SIIRT;AMASYA;19
AGRI;KILIS;19
TUNCELI;GIRESUN;19
TEKIRDAG;IGDIR;19
EDIRNE;BAYBURT;19
BINGOL;GUMUSHANE;19
KIRKLARELI;BAYBURT;19
RIZE;BATMAN;19
BOLU;KILIS;18
YALOVA;KARABUK;18
SIRNAK;BURDUR;18
BILECIK;YOZGAT;18
BINGOL;ARDAHAN;18
CANAKKALE;ARDAHAN;18
TUNCELI;KILIS;18
KIRKLARELI;MUS;18
YALOVA;MARDIN;18
SINOP;ARDAHAN;18
BILECIK;SINOP;18
KOCAELI;OSMANIYE;18
GUMUSHANE;SIIRT;18
AYDIN;KILIS;17
BARTIN;AGRI;17
BARTIN;BITLIS;17
SIRNAK;KARAMAN;17
DUZCE;OSMANIYE;17
BOLU;GUMUSHANE;17
KIRKLARELI;ARDAHAN;17
SIRNAK;EDIRNE;17
SIRNAK;KILIS;17
TEKIRDAG;ADIYAMAN;17
KARAMAN;IGDIR;17
HAKKARI;EDIRNE;17
BAYBURT;BITLIS;17
IGDIR;KARAMAN;17
KOCAELI;ADIYAMAN;17
ANTALYA;ARDAHAN;17
BILECIK;HAKKARI;17
YALOVA;MUS;17
BAYBURT;IGDIR;17
MUGLA;BAYBURT;17
GUMUSHANE;SIRNAK;17
YALOVA;KASTAMONU;17
BINGOL;BAYBURT;17
BILECIK;GIRESUN;17
KOCAELI;BAYBURT;17
SAKARYA;BAYBURT;17
EDIRNE;AKSARAY;16
SIIRT;RIZE;16
TUNCELI;GUMUSHANE;16
RIZE;OSMANIYE;16
BILECIK;MUS;16
YALOVA;MALATYA;16
KARABUK;ARDAHAN;16
CANKIRI;KILIS;16
IGDIR;SINOP;16
SIIRT;TUNCELI;16
BOLU;ARTVIN;16
BILECIK;BINGOL;16
KARAMAN;ARTVIN;16
HAKKARI;KARS;16
BARTIN;SIIRT;16
BAYBURT;KARAMAN;16
BARTIN;SIRNAK;16
SIIRT;ARTVIN;16
RIZE;TUNCELI;16
BATMAN;SINOP;16
IGDIR;BARTIN;16
BARTIN;GUMUSHANE;16
DUZCE;HAKKARI;16
USAK;GUMUSHANE;16
BAYBURT;HAKKARI;16
SIIRT;CANKIRI;16
BURDUR;GUMUSHANE;16
YALOVA;YOZGAT;15
IGDIR;KARABUK;15
USAK;BAYBURT;15
BITLIS;BARTIN;15
SINOP;HAKKARI;15
EDIRNE;NIGDE;15
VAN;ARDAHAN;15
YALOVA;BURDUR;15
HAKKARI;MALATYA;15
TEKIRDAG;BAYBURT;15
MUS;KILIS;14
ISPARTA;KILIS;14
KOCAELI;ARDAHAN;14
DUZCE;IGDIR;14
KIRKLARELI;IGDIR;14
RIZE;KILIS;14
BILECIK;ARDAHAN;14
HAKKARI;NEVSEHIR;14
HAKKARI;SAMSUN;14
USAK;KILIS;14
ARTVIN;KILIS;14
BURDUR;KILIS;14
BOLU;BAYBURT;14
KOCAELI;BITLIS;14
YALOVA;VAN;14
HAKKARI;MUS;14
DUZCE;MUS;14
BAYBURT;SIRNAK;14
KIRKLARELI;ADIYAMAN;14
KOCAELI;SIIRT;14
BURDUR;ARDAHAN;14
BAYBURT;ARDAHAN;13
ERZINCAN;KILIS;13
HAKKARI;KASTAMONU;13
YALOVA;BITLIS;13
BARTIN;ERZINCAN;13
SAKARYA;KILIS;13
HAKKARI;BOLU;13
YALOVA;USAK;13
SIRNAK;KASTAMONU;13
KIRKLARELI;ARTVIN;13
BAYBURT;BATMAN;13
YALOVA;ELAZIG;13
KIRKLARELI;OSMANIYE;13
HAKKARI;SINOP;12
TUNCELI;RIZE;12
YALOVA;AKSARAY;12
BATMAN;GUMUSHANE;12
SIIRT;IGDIR;12
TEKIRDAG;ARTVIN;12
KILIS;IGDIR;12
BILECIK;KILIS;12
ZONGULDAK;IGDIR;12
IGDIR;SIRNAK;12
BILECIK;ARTVIN;12
BAYBURT;KILIS;12
BATMAN;ARTVIN;12
DUZCE;ARDAHAN;12
MARDIN;BAYBURT;12
ANTALYA;BAYBURT;12
TEKIRDAG;KIRSEHIR;12
KARAMAN;KILIS;12
KASTAMONU;KILIS;12
BAYBURT;BINGOL;12
IGDIR;OSMANIYE;12
RIZE;HAKKARI;12
KIRKLARELI;HAKKARI;12
SIRNAK;GIRESUN;11
KARAMAN;GUMUSHANE;11
YALOVA;OSMANIYE;11
YALOVA;ERZINCAN;11
SIRNAK;TOKAT;11
MUS;SINOP;11
KARABUK;ARTVIN;11
KUTAHYA;KILIS;11
IGDIR;HAKKARI;11
KARAMAN;BAYBURT;11
BARTIN;HAKKARI;11
BATMAN;KARABUK;11
HAKKARI;NIGDE;11
VAN;BAYBURT;11
SINOP;KILIS;10
KARABUK;IGDIR;10
YALOVA;KARAMAN;10
BARTIN;ARDAHAN;10
SIRNAK;YOZGAT;10
BITLIS;BAYBURT;10
YALOVA;TUNCELI;10
BITLIS;KILIS;10
HAKKARI;KIRKLARELI;10
AKSARAY;KILIS;10
HAKKARI;KARAMAN;9
YALOVA;IGDIR;9
SIRNAK;ERZINCAN;9
TEKIRDAG;ARDAHAN;9
YALOVA;GUMUSHANE;9
DUZCE;ADIYAMAN;9
KARABUK;BAYBURT;9
KILIS;CORUM;9
RIZE;SIIRT;9
BARTIN;ADIYAMAN;9
SIIRT;GUMUSHANE;9
GIRESUN;KILIS;8
BILECIK;GUMUSHANE;8
YALOVA;NEVSEHIR;8
SIIRT;BINGOL;8
HAKKARI;ORDU;8
SIRNAK;KARABUK;8
YALOVA;KIRIKKALE;8
TUNCELI;BAYBURT;8
YALOVA;CANKIRI;8
HAKKARI;BARTIN;8
KILIS;ARDAHAN;8
SIRNAK;KIRIKKALE;8
BAYBURT;ADIYAMAN;8
YALOVA;KAHRAMANMARAS;8
YALOVA;KARS;8
GUMUSHANE;KILIS;8
SIIRT;ARDAHAN;7
YALOVA;NIGDE;7
TUNCELI;ARDAHAN;7
YALOVA;AMASYA;7
EDIRNE;KILIS;7
HAKKARI;ZONGULDAK;7
BITLIS;GUMUSHANE;7
HAKKARI;DUZCE;7
BINGOL;KILIS;7
KOCAELI;KILIS;7
HAKKARI;ISPARTA;7
KIRKLARELI;KILIS;7
HAKKARI;ERZINCAN;7
HAKKARI;GIRESUN;7
SIRNAK;KIRSEHIR;7
BATMAN;BAYBURT;7
SIRNAK;ORDU;7
HAKKARI;CORUM;7
ARDAHAN;KILIS;7
YALOVA;SINOP;7
HAKKARI;AKSARAY;7
YALOVA;BINGOL;6
YALOVA;HAKKARI;6
SIRNAK;AMASYA;6
KILIS;GUMUSHANE;6
BITLIS;ARDAHAN;6
YALOVA;SIRNAK;6
SIRNAK;BARTIN;6
HAKKARI;KILIS;6
BARTIN;IGDIR;6
SIRNAK;IGDIR;6
SIRNAK;ARTVIN;6
IGDIR;TUNCELI;6
BARTIN;BAYBURT;5
SIRNAK;RIZE;5
HAKKARI;KIRIKKALE;5
SIRNAK;ARDAHAN;5
YALOVA;AGRI;5
BATMAN;ARDAHAN;5
HAKKARI;AFYONKARAHISAR;5
HAKKARI;TOKAT;5
SIRNAK;CORUM;5
ZONGULDAK;KILIS;5
YALOVA;BAYBURT;5
YALOVA;CORUM;5
YALOVA;SIIRT;5
SIIRT;BAYBURT;5
DUZCE;KILIS;5
HAKKARI;CANKIRI;4
KARABUK;KILIS;4
BITLIS;ARTVIN;4
SIRNAK;TUNCELI;4
YALOVA;ARDAHAN;4
YALOVA;KIRSEHIR;4
TEKIRDAG;KILIS;4
BAYBURT;SIIRT;4
SIRNAK;SINOP;4
HAKKARI;YOZGAT;4
HAKKARI;IGDIR;4
IGDIR;KILIS;3
BARTIN;OSMANIYE;3
HAKKARI;AMASYA;3
HAKKARI;ARTVIN;3
YALOVA;BATMAN;3
KILIS;BAYBURT;3
HAKKARI;KARABUK;2
HAKKARI;BAYBURT;2
HAKKARI;KIRSEHIR;2
HAKKARI;TUNCELI;2
BARTIN;KILIS;1
BILECIK;BAYBURT;1
YALOVA;ADIYAMAN;1
HAKKARI;GUMUSHANE;1
SIRNAK;GUMUSHANE;1
