from_city;to_city;migration
MUS;BILECIK;350
ERZURUM;CORUM;349
ESKISEHIR;USAK;349
ELAZIG;AFYONKARAHISAR;349
USAK;TEKIRDAG;349
KIRIKKALE;EDIRNE;349
HATAY;BOLU;349
KIRSEHIR;AFYONKARAHISAR;348
ADANA;BILECIK;348
KIRSEHIR;CORUM;348
ELAZIG;KIRIKKALE;348
YOZGAT;BINGOL;348
SIRNAK;KAYSERI;347
KARAMAN;ESKISEHIR;347
ZONGULDAK;HATAY;347
BURSA;KAYSERI;347
KASTAMONU;CORUM;346
ERZURUM;CANKIRI;346
KIRIKKALE;KIRKLARELI;346
ERZURUM;MARDIN;346
KONYA;KARS;346
IZMIR;AMASYA;345
NEVSEHIR;DENIZLI;345
DIYARBAKIR;AFYONKARAHISAR;345
KAHRAMANMARAS;YALOVA;345
KARABUK;YALOVA;345
AFYONKARAHISAR;ZONGULDAK;345
KOCAELI;EDIRNE;345
BOLU;CANAKKALE;344
BARTIN;AYDIN;344
BATMAN;ISPARTA;343
TRABZON;GAZIANTEP;343
KASTAMONU;DENIZLI;343
ELAZIG;BOLU;343
VAN;KAYSERI;343
NIGDE;ERZURUM;342
IGDIR;ESKISEHIR;342
SANLIURFA;AFYONKARAHISAR;342
IGDIR;ADANA;342
MARDIN;KIRKLARELI;342
ANKARA;KARAMAN;342
TOKAT;MARDIN;342
AYDIN;SAMSUN;342
ARTVIN;KUTAHYA;341
ARDAHAN;BILECIK;341
TOKAT;GAZIANTEP;341
BURSA;DIYARBAKIR;341
BOLU;YALOVA;341
HATAY;SIRNAK;340
SIVAS;VAN;340
ZONGULDAK;MERSIN;340
KAHRAMANMARAS;BOLU;340
KAYSERI;KARABUK;340
TUNCELI;KAYSERI;340
OSMANIYE;CANAKKALE;339
MARDIN;EDIRNE;339
HAKKARI;BURSA;339
KIRSEHIR;EDIRNE;339
ADIYAMAN;VAN;338
GAZIANTEP;BATMAN;338
MUGLA;CANAKKALE;338
AMASYA;KUTAHYA;338
BILECIK;CANAKKALE;338
MERSIN;CANKIRI;338
KOCAELI;MANISA;337
KARS;AFYONKARAHISAR;337
TRABZON;KARS;337
VAN;KUTAHYA;337
ELAZIG;MUS;337
KARS;TRABZON;336
ELAZIG;ZONGULDAK;335
TUNCELI;YALOVA;335
NIGDE;SAMSUN;335
KASTAMONU;BILECIK;335
ERZURUM;YOZGAT;334
KIRSEHIR;YALOVA;334
OSMANIYE;ELAZIG;334
ARTVIN;KARS;334
KONYA;ORDU;333
ARTVIN;KIRKLARELI;333
VAN;MUS;333
TUNCELI;KONYA;332
ORDU;NEVSEHIR;332
GUMUSHANE;DUZCE;331
ANTALYA;CANAKKALE;331
GAZIANTEP;ZONGULDAK;331
ANTALYA;SAKARYA;331
KARABUK;SAMSUN;331
ADANA;AGRI;330
CORUM;NEVSEHIR;330
NIGDE;YOZGAT;330
ORDU;DIYARBAKIR;330
ARDAHAN;KIRKLARELI;330
KONYA;SIIRT;329
BATMAN;DENIZLI;329
BATMAN;SAKARYA;328
KILIS;SANLIURFA;328
KIRSEHIR;KUTAHYA;328
DUZCE;KONYA;328
AMASYA;DIYARBAKIR;327
NIGDE;AFYONKARAHISAR;327
IZMIR;SIVAS;327
YOZGAT;ELAZIG;327
ISTANBUL;CORUM;327
VAN;TRABZON;326
AMASYA;MALATYA;326
MANISA;VAN;326
SIVAS;SANLIURFA;326
OSMANIYE;TUNCELI;326
MALATYA;AKSARAY;326
SIVAS;KIRSEHIR;326
KARAMAN;ISPARTA;325
AYDIN;MALATYA;325
MANISA;TRABZON;325
CANAKKALE;MERSIN;325
ANKARA;ERZINCAN;325
ANKARA;TUNCELI;324
KIRIKKALE;YALOVA;324
KIRIKKALE;ISPARTA;324
OSMANIYE;SIRNAK;323
OSMANIYE;ISPARTA;323
KONYA;ERZINCAN;323
BURSA;DUZCE;323
ANTALYA;ERZURUM;323
BALIKESIR;GAZIANTEP;323
ADANA;DUZCE;322
BARTIN;EDIRNE;322
ADIYAMAN;SAKARYA;322
GUMUSHANE;BILECIK;321
GUMUSHANE;HATAY;321
ORDU;USAK;320
NIGDE;MALATYA;320
AFYONKARAHISAR;VAN;320
HATAY;KIRKLARELI;320
HATAY;TOKAT;320
KIRKLARELI;MANISA;320
KARABUK;ESKISEHIR;320
ERZURUM;SANLIURFA;320
ESKISEHIR;DUZCE;319
ARDAHAN;RIZE;319
VAN;KIRIKKALE;319
YALOVA;MUGLA;319
ISTANBUL;NEVSEHIR;318
TUNCELI;ZONGULDAK;318
RIZE;KARABUK;317
ISPARTA;USAK;317
ERZURUM;AKSARAY;316
ERZURUM;GIRESUN;316
ADANA;BURDUR;316
ISTANBUL;TUNCELI;316
KARS;ISPARTA;315
AKSARAY;SAKARYA;315
TOKAT;GIRESUN;315
HATAY;YALOVA;315
DUZCE;SAMSUN;315
CANKIRI;DUZCE;315
IGDIR;DENIZLI;314
KOCAELI;TRABZON;314
TOKAT;SINOP;314
GUMUSHANE;DENIZLI;313
ADANA;KILIS;313
SIVAS;USAK;312
SANLIURFA;BATMAN;312
OSMANIYE;BINGOL;312
IZMIR;VAN;312
KAHRAMANMARAS;TUNCELI;312
AFYONKARAHISAR;YALOVA;311
BURDUR;ADANA;311
KARAMAN;KAYSERI;311
ANTALYA;HATAY;311
ARDAHAN;SAMSUN;310
KIRIKKALE;KUTAHYA;310
GIRESUN;KUTAHYA;310
KAYSERI;AMASYA;310
MANISA;BURDUR;310
MERSIN;YALOVA;309
SINOP;HATAY;309
ARTVIN;ARDAHAN;309
MERSIN;SIIRT;309
CORUM;AGRI;309
MALATYA;BITLIS;309
ERZURUM;OSMANIYE;309
SAKARYA;DENIZLI;308
KONYA;ADIYAMAN;308
KIRSEHIR;MARDIN;308
KASTAMONU;TRABZON;308
SIIRT;SAKARYA;308
HATAY;TUNCELI;308
TEKIRDAG;ADANA;307
KONYA;AMASYA;307
MANISA;YALOVA;307
IZMIR;SANLIURFA;307
ARDAHAN;KIRSEHIR;307
MALATYA;CANKIRI;306
ORDU;CANKIRI;306
SANLIURFA;ISPARTA;306
DENIZLI;EDIRNE;306
ADANA;MUS;306
BOLU;KAYSERI;305
MANISA;MALATYA;305
TOKAT;KAHRAMANMARAS;305
KIRIKKALE;AMASYA;305
ERZINCAN;KIRIKKALE;305
ARTVIN;GIRESUN;304
SIVAS;TUNCELI;304
BALIKESIR;AGRI;304
SINOP;CANKIRI;304
MUGLA;KUTAHYA;304
SAMSUN;ARTVIN;304
ANKARA;KARS;304
ISPARTA;DIYARBAKIR;304
NIGDE;KARAMAN;304
ISTANBUL;USAK;303
GIRESUN;AMASYA;303
ADANA;KARS;303
TEKIRDAG;MERSIN;302
ERZINCAN;KIRKLARELI;302
DENIZLI;SAMSUN;302
BOLU;BILECIK;301
BATMAN;ADIYAMAN;301
MALATYA;SIRNAK;301
ARDAHAN;DENIZLI;301
ADANA;AMASYA;300
KILIS;TEKIRDAG;300
EDIRNE;KONYA;300
KARS;USAK;300
NIGDE;MARDIN;300
GUMUSHANE;KIRIKKALE;300
SIIRT;OSMANIYE;299
TOKAT;BILECIK;299
KAYSERI;DUZCE;299
SIVAS;AKSARAY;299
DIYARBAKIR;BOLU;298
ZONGULDAK;BILECIK;298
SAMSUN;ELAZIG;298
ERZINCAN;ISPARTA;297
NEVSEHIR;ERZURUM;296
OSMANIYE;AFYONKARAHISAR;296
CANKIRI;ERZURUM;296
YALOVA;BALIKESIR;296
ISTANBUL;AMASYA;295
KIRSEHIR;KIRKLARELI;295
ANKARA;BURDUR;295
GIRESUN;HATAY;295
MALATYA;BILECIK;295
KOCAELI;BILECIK;295
ANKARA;USAK;295
KOCAELI;SAMSUN;294
GUMUSHANE;ISPARTA;294
OSMANIYE;SAMSUN;294
DENIZLI;DIYARBAKIR;293
ISPARTA;KAYSERI;293
CANKIRI;AFYONKARAHISAR;293
ESKISEHIR;GAZIANTEP;293
ADIYAMAN;SIVAS;293
AMASYA;ISPARTA;293
IZMIR;ELAZIG;293
AYDIN;GAZIANTEP;292
BALIKESIR;TUNCELI;292
MARDIN;KAHRAMANMARAS;292
KARS;VAN;292
BARTIN;DUZCE;292
MERSIN;KASTAMONU;291
MANISA;GAZIANTEP;290
TOKAT;USAK;290
AMASYA;MARDIN;290
ANKARA;BINGOL;290
AYDIN;ZONGULDAK;290
NEVSEHIR;EDIRNE;290
KUTAHYA;EDIRNE;290
KARAMAN;AFYONKARAHISAR;290
ORDU;GAZIANTEP;290
ADIYAMAN;BATMAN;290
ESKISEHIR;AMASYA;289
KASTAMONU;ISPARTA;289
SINOP;ORDU;289
BALIKESIR;DUZCE;289
KONYA;BITLIS;289
ARDAHAN;CANAKKALE;288
KIRIKKALE;MALATYA;288
SAMSUN;BINGOL;288
KARS;BOLU;287
ERZINCAN;TOKAT;287
SAMSUN;KARS;286
DENIZLI;ZONGULDAK;286
BARTIN;BALIKESIR;285
ORDU;VAN;285
DIYARBAKIR;SAMSUN;285
NIGDE;OSMANIYE;285
NEVSEHIR;KIRKLARELI;284
BOLU;BARTIN;284
SIIRT;ESKISEHIR;284
TRABZON;AKSARAY;283
AMASYA;YOZGAT;283
MERSIN;YOZGAT;283
KIRSEHIR;GAZIANTEP;283
BARTIN;KONYA;283
SAMSUN;ERZINCAN;283
BURDUR;MERSIN;282
ADANA;KASTAMONU;282
BINGOL;VAN;282
KUTAHYA;ERZURUM;282
IZMIR;BATMAN;282
ISPARTA;ERZURUM;282
KIRIKKALE;AFYONKARAHISAR;282
KONYA;TUNCELI;282
GAZIANTEP;AFYONKARAHISAR;281
ISTANBUL;KAHRAMANMARAS;281
KILIS;BALIKESIR;281
KAYSERI;ERZINCAN;281
AFYONKARAHISAR;SIVAS;281
BARTIN;ESKISEHIR;281
MUGLA;TEKIRDAG;280
VAN;MARDIN;280
HATAY;BINGOL;280
CORUM;ELAZIG;280
HATAY;BITLIS;280
OSMANIYE;BATMAN;279
YOZGAT;SANLIURFA;279
ADANA;KIRSEHIR;279
AFYONKARAHISAR;GAZIANTEP;279
KIRSEHIR;MALATYA;279
AFYONKARAHISAR;BOLU;279
IGDIR;YALOVA;279
ESKISEHIR;CANKIRI;278
SAMSUN;BARTIN;278
VAN;USAK;278
YOZGAT;USAK;278
BALIKESIR;KARS;278
OSMANIYE;SIVAS;278
ESKISEHIR;VAN;278
ARTVIN;AMASYA;278
KARAMAN;HATAY;278
KARAMAN;DENIZLI;278
ISPARTA;EDIRNE;278
BATMAN;ESKISEHIR;277
GIRESUN;SINOP;277
OSMANIYE;KILIS;277
USAK;MERSIN;277
AFYONKARAHISAR;AGRI;277
ELAZIG;BITLIS;277
AMASYA;AFYONKARAHISAR;277
ARTVIN;KAYSERI;277
BURDUR;KUTAHYA;276
ANKARA;RIZE;276
ANTALYA;SAMSUN;276
RIZE;HATAY;276
KAYSERI;BATMAN;276
KASTAMONU;AFYONKARAHISAR;275
MALATYA;MUS;275
BALIKESIR;AMASYA;274
ARDAHAN;KUTAHYA;274
MARDIN;AFYONKARAHISAR;274
ANTALYA;GAZIANTEP;274
BALIKESIR;SANLIURFA;274
KUTAHYA;ADANA;274
ISPARTA;MARDIN;274
BOLU;MANISA;273
BOLU;KUTAHYA;273
CORUM;BARTIN;273
ERZURUM;BURDUR;273
CORUM;ERZINCAN;273
ESKISEHIR;SIVAS;273
GAZIANTEP;AKSARAY;273
ELAZIG;TOKAT;273
ERZURUM;NIGDE;273
HATAY;SIIRT;273
KONYA;MUS;273
KIRSEHIR;VAN;272
CANKIRI;TRABZON;272
TEKIRDAG;DENIZLI;272
BALIKESIR;SIVAS;272
SAMSUN;GUMUSHANE;272
KIRIKKALE;TRABZON;272
TRABZON;YOZGAT;272
KAYSERI;BILECIK;272
MERSIN;USAK;271
CORUM;KAHRAMANMARAS;271
RIZE;DENIZLI;271
ZONGULDAK;KUTAHYA;271
DENIZLI;KAYSERI;271
YOZGAT;ORDU;270
KAYSERI;TUNCELI;270
KAYSERI;BINGOL;270
VAN;SANLIURFA;270
MERSIN;KILIS;269
VAN;IGDIR;269
BALIKESIR;SIRNAK;268
ERZURUM;GUMUSHANE;268
TRABZON;USAK;268
KAHRAMANMARAS;BITLIS;268
KIRSEHIR;KAHRAMANMARAS;268
GAZIANTEP;SIRNAK;268
ZONGULDAK;CANKIRI;268
BAYBURT;GUMUSHANE;267
SAMSUN;AKSARAY;267
ERZINCAN;HATAY;266
AKSARAY;ERZURUM;266
KIRKLARELI;KONYA;266
CORUM;BILECIK;266
BURSA;BOLU;266
BOLU;KASTAMONU;266
KIRSEHIR;KARABUK;266
SAMSUN;SANLIURFA;266
NIGDE;TOKAT;266
BATMAN;KIRKLARELI;266
MANISA;TOKAT;265
CANKIRI;KIRKLARELI;265
ESKISEHIR;KIRIKKALE;265
KIRIKKALE;KASTAMONU;265
SIVAS;BARTIN;265
TUNCELI;ISPARTA;264
MUS;ZONGULDAK;264
ZONGULDAK;ADANA;264
AGRI;BURDUR;263
ARTVIN;EDIRNE;263
NIGDE;YALOVA;263
NEVSEHIR;YALOVA;263
YOZGAT;ERZINCAN;263
KUTAHYA;ZONGULDAK;263
KIRSEHIR;KASTAMONU;263
KIRSEHIR;TRABZON;263
BALIKESIR;BINGOL;262
KAHRAMANMARAS;ERZINCAN;262
GIRESUN;BARTIN;262
OSMANIYE;KARAMAN;262
MALATYA;KASTAMONU;262
HATAY;KARS;261
KOCAELI;KUTAHYA;261
KAYSERI;KARS;261
ZONGULDAK;KAYSERI;261
VAN;SIIRT;261
USAK;CANAKKALE;261
HATAY;NEVSEHIR;261
MARDIN;ADIYAMAN;261
HAKKARI;GAZIANTEP;260
AKSARAY;EDIRNE;260
ANTALYA;MARDIN;260
EDIRNE;DENIZLI;260
YALOVA;SAKARYA;260
AMASYA;GAZIANTEP;260
AYDIN;MARDIN;260
ADANA;CANKIRI;260
GIRESUN;KASTAMONU;260
CORUM;GIRESUN;259
SAKARYA;RIZE;259
NIGDE;ELAZIG;259
SANLIURFA;USAK;258
SIRNAK;SANLIURFA;258
SANLIURFA;ERZURUM;258
BURSA;USAK;258
MERSIN;ORDU;258
IZMIR;ORDU;258
TOKAT;KIRSEHIR;257
ANKARA;AGRI;257
YALOVA;ESKISEHIR;257
DIYARBAKIR;AGRI;257
SAMSUN;USAK;257
BINGOL;KAYSERI;256
KARS;AMASYA;256
ANKARA;SIRNAK;256
IZMIR;TUNCELI;256
SIVAS;KARS;256
ANTALYA;KAHRAMANMARAS;256
KARABUK;MANISA;256
ORDU;ARTVIN;256
AYDIN;HATAY;256
KAYSERI;BURDUR;256
YOZGAT;TUNCELI;256
SAKARYA;AFYONKARAHISAR;255
MERSIN;KARS;255
KIRIKKALE;NEVSEHIR;255
KAYSERI;KASTAMONU;255
ORDU;KAHRAMANMARAS;255
HAKKARI;TEKIRDAG;254
ANKARA;SINOP;254
KIRIKKALE;KAHRAMANMARAS;254
NEVSEHIR;KAHRAMANMARAS;254
IGDIR;KAYSERI;253
NEVSEHIR;ISPARTA;253
KIRIKKALE;AKSARAY;253
OSMANIYE;KIRKLARELI;253
ARDAHAN;TRABZON;253
KIRIKKALE;TOKAT;253
ISPARTA;ZONGULDAK;252
SINOP;BOLU;252
NIGDE;AMASYA;252
AKSARAY;AFYONKARAHISAR;252
MUS;EDIRNE;252
SIIRT;SANLIURFA;252
KAHRAMANMARAS;SIIRT;252
TRABZON;CANKIRI;252
BURSA;GAZIANTEP;252
KUTAHYA;YALOVA;252
SANLIURFA;KUTAHYA;252
ORDU;YOZGAT;252
DIYARBAKIR;KARS;251
MALATYA;YOZGAT;251
MERSIN;AGRI;251
BINGOL;ESKISEHIR;251
ARDAHAN;ERZINCAN;251
ERZINCAN;GUMUSHANE;251
TOKAT;ELAZIG;250
MERSIN;BILECIK;250
HATAY;BURDUR;250
KARABUK;KAYSERI;250
NEVSEHIR;GAZIANTEP;250
OSMANIYE;AGRI;249
AFYONKARAHISAR;BATMAN;249
KARABUK;KIRKLARELI;249
MALATYA;AGRI;249
KONYA;RIZE;249
IZMIR;TOKAT;249
AGRI;BATMAN;248
BALIKESIR;TOKAT;248
GAZIANTEP;TOKAT;248
CANAKKALE;ZONGULDAK;248
OSMANIYE;TOKAT;248
KONYA;HAKKARI;248
ARTVIN;BOLU;247
AYDIN;TRABZON;247
GAZIANTEP;BOLU;247
DUZCE;TRABZON;247
ERZINCAN;KUTAHYA;247
ADIYAMAN;NIGDE;247
SANLIURFA;NIGDE;247
BALIKESIR;BURDUR;247
DIYARBAKIR;KIRKLARELI;246
CORUM;NIGDE;246
ADANA;ERZINCAN;246
VAN;BATMAN;246
BOLU;KIRIKKALE;246
KIRIKKALE;VAN;246
MANISA;SANLIURFA;246
TOKAT;NEVSEHIR;245
AKSARAY;KUTAHYA;245
VAN;RIZE;245
DIYARBAKIR;ZONGULDAK;245
SIVAS;AGRI;244
YOZGAT;BILECIK;244
OSMANIYE;NEVSEHIR;244
BALIKESIR;KASTAMONU;244
TRABZON;BINGOL;244
TUNCELI;GAZIANTEP;244
ISPARTA;HATAY;244
GIRESUN;ISPARTA;243
AYDIN;KIRKLARELI;243
ADANA;ORDU;243
ADIYAMAN;DENIZLI;243
KOCAELI;BOLU;243
AMASYA;DUZCE;243
MANISA;AGRI;243
KIRSEHIR;TOKAT;243
ANTALYA;TRABZON;243
MALATYA;ORDU;243
CANKIRI;KUTAHYA;243
CANAKKALE;AFYONKARAHISAR;242
ANKARA;GIRESUN;242
ANKARA;BITLIS;242
MERSIN;ERZINCAN;242
ARTVIN;VAN;242
TOKAT;VAN;242
BILECIK;MERSIN;242
KONYA;GIRESUN;242
AFYONKARAHISAR;CANKIRI;242
ISPARTA;KIRKLARELI;242
KAYSERI;ORDU;242
GAZIANTEP;BINGOL;242
KUTAHYA;HATAY;241
ADIYAMAN;TRABZON;241
DIYARBAKIR;KUTAHYA;241
ORDU;MALATYA;241
TUNCELI;BILECIK;241
KUTAHYA;DIYARBAKIR;241
TOKAT;RIZE;241
KUTAHYA;KAYSERI;241
MALATYA;CORUM;240
CORUM;SANLIURFA;240
ERZURUM;KARAMAN;240
MERSIN;KIRIKKALE;240
GUMUSHANE;ADANA;240
MUGLA;USAK;239
SINOP;ADANA;239
ARDAHAN;BOLU;239
NIGDE;DIYARBAKIR;239
NIGDE;CORUM;239
CANKIRI;ISPARTA;239
SAMSUN;NIGDE;239
GAZIANTEP;KIRKLARELI;239
ESKISEHIR;BURDUR;239
SAMSUN;NEVSEHIR;238
AYDIN;VAN;238
TRABZON;KAHRAMANMARAS;238
TUNCELI;BINGOL;238
MERSIN;MUS;237
MUS;KIRKLARELI;237
AKSARAY;DIYARBAKIR;237
SAMSUN;KAHRAMANMARAS;237
OSMANIYE;BOLU;237
ANTALYA;USAK;236
SANLIURFA;ZONGULDAK;236
CANKIRI;DIYARBAKIR;236
MANISA;ELAZIG;236
OSMANIYE;BITLIS;236
AGRI;MALATYA;236
BALIKESIR;CANKIRI;236
KAHRAMANMARAS;CANKIRI;236
VAN;ISPARTA;236
BINGOL;MARDIN;236
DENIZLI;GAZIANTEP;236
CORUM;TUNCELI;236
ORDU;BARTIN;236
ISTANBUL;GUMUSHANE;236
KAHRAMANMARAS;AGRI;236
BALIKESIR;ELAZIG;236
KAHRAMANMARAS;BURDUR;236
VAN;BOLU;236
CANKIRI;SIVAS;235
ELAZIG;NEVSEHIR;235
TRABZON;AGRI;235
GIRESUN;BILECIK;235
AKSARAY;SAMSUN;235
DENIZLI;VAN;234
SIVAS;ADIYAMAN;234
KIRSEHIR;SANLIURFA;234
CANAKKALE;BILECIK;234
BALIKESIR;BITLIS;234
CORUM;BINGOL;234
KARS;GAZIANTEP;234
NEVSEHIR;ZONGULDAK;233
DENIZLI;KIRKLARELI;233
OSMANIYE;EDIRNE;233
HATAY;USAK;233
EDIRNE;ZONGULDAK;233
BURDUR;USAK;233
HATAY;DUZCE;233
CORUM;USAK;233
TRABZON;KIRSEHIR;232
KAHRAMANMARAS;KASTAMONU;232
BAYBURT;KIRKLARELI;232
USAK;BURDUR;232
BATMAN;KAYSERI;232
KARS;DIYARBAKIR;232
ARTVIN;HATAY;232
KASTAMONU;KIRIKKALE;232
OSMANIYE;TRABZON;232
YOZGAT;BATMAN;232
ADANA;CORUM;232
GUMUSHANE;SIVAS;231
MANISA;KAHRAMANMARAS;231
MARDIN;KUTAHYA;231
DUZCE;KARABUK;231
MUS;NEVSEHIR;231
TUNCELI;CANAKKALE;231
ADIYAMAN;CANAKKALE;231
KAYSERI;SIRNAK;230
TEKIRDAG;ZONGULDAK;230
ESKISEHIR;YOZGAT;230
MARDIN;USAK;230
TRABZON;MALATYA;230
GUMUSHANE;TOKAT;230
MANISA;BILECIK;230
CORUM;KARS;230
KASTAMONU;ERZURUM;229
NEVSEHIR;TRABZON;229
ORDU;ERZINCAN;229
CANKIRI;YOZGAT;229
AGRI;YOZGAT;229
AGRI;SAMSUN;229
KARABUK;ADANA;229
NIGDE;KIRSEHIR;229
KARABUK;MERSIN;229
OSMANIYE;ZONGULDAK;229
DENIZLI;TRABZON;228
KIRIKKALE;TUNCELI;228
GUMUSHANE;AMASYA;228
TOKAT;BINGOL;228
ANKARA;ADIYAMAN;228
ADIYAMAN;EDIRNE;228
BOLU;SAMSUN;228
KAHRAMANMARAS;KARS;228
NEVSEHIR;CANAKKALE;227
AKSARAY;YOZGAT;227
SINOP;YOZGAT;227
DUZCE;BILECIK;227
AKSARAY;ISPARTA;227
BILECIK;AFYONKARAHISAR;226
AFYONKARAHISAR;KAHRAMANMARAS;226
ADANA;HAKKARI;226
ANKARA;SIIRT;226
SAKARYA;ORDU;226
