from_city;from_district;to_city;to_district;migration
KONYA;HADIM;KONYA;KARAPINAR;8
KAYSERI;OZVATAN;KAYSERI;BUNYAN;8
KONYA;SELCUKLU;KONYA;CELTIK;8
KONYA;TUZLUKCU;KONYA;KULU;8
KONYA;KARATAY;KONYA;YUNAK;8
KONYA;SELCUKLU;KONYA;EMIRGAZI;8
KARS;ARPACAY;KARS;DIGOR;8
KAYSERI;SARIZ;KAYSERI;INCESU;8
KASTAMONU;CIDE;KASTAMONU;ABANA;8
MANISA;AHMETLI;MANISA;DEMIRCI;8
MALATYA;DOGANSEHIR;MALATYA;PUTURGE;8
KAYSERI;YESILHISAR;KAYSERI;AKKISLA;8
KAYSERI;YESILHISAR;KAYSERI;HACILAR;8
KARS;KAGIZMAN;KARS;SUSUZ;8
KARS;KAGIZMAN;KARS;AKYAKA;8
KONYA;GUNEYSINIR;KONYA;KULU;8
KONYA;EMIRGAZI;KONYA;BOZKIR;8
KONYA;CELTIK;KONYA;SARAYONU;8
GIRESUN;GUCE;GIRESUN;EYNESIL;7
ESKISEHIR;HAN;ESKISEHIR;MIHALICCIK;7
MANISA;MANISA MERKEZ;MANISA;KOPRUBASI/MANISA;7
KUTAHYA;SAPHANE;KUTAHYA;ASLANAPA;7
IZMIR;GUZELBAHCE;IZMIR;BERGAMA;7
ESKISEHIR;INONU;ESKISEHIR;CIFTELER;7
IZMIR;GUZELBAHCE;IZMIR;CESME;7
MALATYA;ARAPGIR;MALATYA;BATTALGAZI;7
MALATYA;PUTURGE;MALATYA;ARAPGIR;7
MANISA;KOPRUBASI/MANISA;MANISA;AHMETLI;7
GIRESUN;SEBINKARAHISAR;GIRESUN;DERELI;7
KONYA;TASKENT;KONYA;EREGLI/KONYA;7
ISPARTA;SENIRKENT;ISPARTA;SUTCULER;7
KUTAHYA;HISARCIK;KUTAHYA;PAZARLAR;7
KASTAMONU;KASTAMONU MERKEZ;KASTAMONU;HANONU;7
ESKISEHIR;MIHALICCIK;ESKISEHIR;GUNYUZU;7
IZMIR;SEFERIHISAR;IZMIR;BAYINDIR;7
ISTANBUL;ADALAR;ISTANBUL;CATALCA;7
MALATYA;KALE/MALATYA;MALATYA;PUTURGE;7
KONYA;DEREBUCAK;KONYA;BOZKIR;7
KOCAELI;DARICA;KOCAELI;BASISKELE;7
KARAMAN;AYRANCI;KARAMAN;KAZIMKARABEKIR;7
KONYA;AKSEHIR;KONYA;HALKAPINAR;7
ISTANBUL;SULTANBEYLI;ISTANBUL;BAHCELIEVLER;7
ESKISEHIR;SARICAKAYA;ESKISEHIR;INONU;7
KASTAMONU;SEYDILER;KASTAMONU;TOSYA;7
ISPARTA;YENISARBADEMLI;ISPARTA;GELENDOST;7
IZMIR;BORNOVA;IZMIR;KINIK;7
ERZURUM;ASKALE;ERZURUM;PAZARYOLU;7
ESKISEHIR;SEYITGAZI;ESKISEHIR;HAN;7
ERZURUM;ASKALE;ERZURUM;PASINLER;7
KASTAMONU;TASKOPRU;KASTAMONU;PINARBASI/KASTAMONU;7
ERZURUM;OLUR;ERZURUM;ASKALE;7
ESKISEHIR;SIVRIHISAR;ESKISEHIR;INONU;7
KUTAHYA;CAVDARHISAR;KUTAHYA;PAZARLAR;7
ISPARTA;AKSU;ISPARTA;GELENDOST;7
KASTAMONU;TOSYA;KASTAMONU;SEYDILER;7
KASTAMONU;TOSYA;KASTAMONU;DOGANYURT;7
KAYSERI;AKKISLA;KAYSERI;YAHYALI;7
ISTANBUL;SULTANBEYLI;ISTANBUL;BUYUKCEKMECE;7
ERZURUM;AZIZIYE;ERZURUM;KARACOBAN;7
ERZURUM;AZIZIYE;ERZURUM;OLUR;7
ISTANBUL;CEKMEKOY;ISTANBUL;SILIVRI;7
ERZURUM;PASINLER;ERZURUM;TEKMAN;7
GUMUSHANE;KURTUN;GUMUSHANE;KOSE;7
ISPARTA;YENISARBADEMLI;ISPARTA;SUTCULER;7
KUTAHYA;GEDIZ;KUTAHYA;DOMANIC;7
IZMIR;KINIK;IZMIR;BAYINDIR;7
MANISA;KIRKAGAC;MANISA;GOLMARMARA;7
KONYA;YUNAK;KONYA;GUNEYSINIR;7
ERZURUM;CAT;ERZURUM;OLTU;7
KIRKLARELI;BABAESKI;KIRKLARELI;KOFCAZ;7
KAYSERI;FELAHIYE;KAYSERI;PINARBASI/KAYSERI;7
KAYSERI;FELAHIYE;KAYSERI;YESILHISAR;7
KONYA;KARAPINAR;KONYA;AKOREN;7
KAYSERI;HACILAR;KAYSERI;TOMARZA;7
KAHRAMANMARAS;ANDIRIN;KAHRAMANMARAS;EKINOZU;7
KUTAHYA;SAPHANE;KUTAHYA;CAVDARHISAR;7
KAYSERI;INCESU;KAYSERI;PINARBASI/KAYSERI;7
KASTAMONU;AZDAVAY;KASTAMONU;DEVREKANI;7
GAZIANTEP;NURDAGI;GAZIANTEP;KARKAMIS;7
IZMIR;KARABURUN;IZMIR;CESME;7
ISTANBUL;SULTANGAZI;ISTANBUL;BEYOGLU;7
KONYA;KARAPINAR;KONYA;HALKAPINAR;7
IZMIR;ALIAGA;IZMIR;CESME;7
KONYA;HALKAPINAR;KONYA;BOZKIR;7
KONYA;GUNEYSINIR;KONYA;BEYSEHIR;7
IZMIR;ALIAGA;IZMIR;GUZELBAHCE;7
ISTANBUL;SULTANGAZI;ISTANBUL;BESIKTAS;7
ERZURUM;TEKMAN;ERZURUM;HORASAN;7
KIRKLARELI;LULEBURGAZ;KIRKLARELI;KOFCAZ;7
IZMIR;ALIAGA;IZMIR;SEFERIHISAR;7
HATAY;BELEN;HATAY;ALTINOZU;7
ISTANBUL;SULTANGAZI;ISTANBUL;KADIKOY;7
ELAZIG;KOVANCILAR;ELAZIG;ALACAKAYA;7
ELAZIG;KOVANCILAR;ELAZIG;KEBAN;7
ERZURUM;TORTUM;ERZURUM;KARACOBAN;7
ERZURUM;TORTUM;ERZURUM;CAT;7
ERZURUM;TORTUM;ERZURUM;KOPRUKOY;7
ISTANBUL;SULTANGAZI;ISTANBUL;ZEYTINBURNU;7
KONYA;HADIM;KONYA;KULU;7
ISTANBUL;BASAKSEHIR;ISTANBUL;BESIKTAS;7
ISTANBUL;AVCILAR;ISTANBUL;SANCAKTEPE;7
KIRSEHIR;AKCAKENT;KIRSEHIR;BOZTEPE;7
KONYA;DOGANHISAR;KONYA;DEREBUCAK;7
KASTAMONU;CATALZEYTIN;KASTAMONU;TOSYA;7
KONYA;GUNEYSINIR;KONYA;EREGLI/KONYA;7
ERZURUM;HORASAN;ERZURUM;KARACOBAN;7
ERZURUM;HORASAN;ERZURUM;UZUNDERE;7
ISPARTA;ULUBORLU;ISPARTA;SUTCULER;7
KONYA;HALKAPINAR;KONYA;KADINHANI;7
KAYSERI;SARIZ;KAYSERI;FELAHIYE;7
KASTAMONU;CIDE;KASTAMONU;AGLI;7
ESKISEHIR;ALPU;ESKISEHIR;GUNYUZU;7
KONYA;DOGANHISAR;KONYA;EMIRGAZI;7
GIRESUN;DERELI;GIRESUN;GUCE;7
MALATYA;DOGANSEHIR;MALATYA;ARAPGIR;7
ISTANBUL;ESENYURT;ISTANBUL;SARIYER;7
KONYA;GUNEYSINIR;KONYA;TASKENT;7
KAYSERI;YAHYALI;KAYSERI;SARIZ;7
IZMIR;GAZIEMIR;IZMIR;GUZELBAHCE;7
IZMIR;BALCOVA;IZMIR;TIRE;7
GIRESUN;EYNESIL;GIRESUN;CANAKCI;7
GIRESUN;EYNESIL;GIRESUN;DOGANKENT;7
GIRESUN;EYNESIL;GIRESUN;SEBINKARAHISAR;7
ISTANBUL;PENDIK;ISTANBUL;ADALAR;7
ISPARTA;YALVAC;ISPARTA;YENISARBADEMLI;7
KONYA;DOGANHISAR;KONYA;GUNEYSINIR;7
ISPARTA;ATABEY;ISPARTA;AKSU;7
KONYA;EMIRGAZI;KONYA;AKSEHIR;7
GIRESUN;GORELE;GIRESUN;DOGANKENT;7
GIRESUN;GORELE;GIRESUN;SEBINKARAHISAR;7
KASTAMONU;DOGANYURT;KASTAMONU;BOZKURT/KASTAMONU;7
YOZGAT;SARAYKENT;YOZGAT;KADISEHRI;7
TRABZON;KOPRUBASI/TRABZON;TRABZON;DERNEKPAZARI;7
TEKIRDAG;SARAY/TEKIRDAG;TEKIRDAG;MALKARA;7
TRABZON;MACKA;TRABZON;HAYRAT;7
YOZGAT;YENIFAKILI;YOZGAT;CEKEREK;7
YOZGAT;SARIKAYA;YOZGAT;KADISEHRI;7
VAN;OZALP;VAN;GEVAS;7
YALOVA;ARMUTLU;YALOVA;CIFTLIKKOY;7
TRABZON;VAKFIKEBIR;TRABZON;MACKA;7
ANKARA;HAYMANA;ANKARA;BALA;7
ANKARA;HAYMANA;ANKARA;KALECIK;7
AFYONKARAHISAR;SUHUT;AFYONKARAHISAR;BAYAT/AFYON;7
ANTALYA;DEMRE;ANTALYA;ALANYA;7
ANTALYA;DEMRE;ANTALYA;DOSEMEALTI;7
VAN;SARAY/VAN;VAN;CALDIRAN;7
ANKARA;KAZAN;ANKARA;CAMLIDERE;7
ANKARA;KAZAN;ANKARA;NALLIHAN;7
ANKARA;KIZILCAHAMAM;ANKARA;HAYMANA;7
TRABZON;SALPAZARI;TRABZON;YOMRA;7
VAN;EDREMIT/VAN;VAN;MURADIYE;7
TOKAT;ERBAA;TOKAT;SULUSARAY;7
AFYONKARAHISAR;SINANPASA;AFYONKARAHISAR;BASMAKCI;7
YOZGAT;CAYIRALAN;YOZGAT;CEKEREK;7
TRABZON;ARAKLI;TRABZON;KOPRUBASI/TRABZON;7
ANKARA;PURSAKLAR;ANKARA;POLATLI;7
ANKARA;KECIOREN;ANKARA;BEYPAZARI;7
ANKARA;MAMAK;ANKARA;GUDUL;7
VAN;SARAY/VAN;VAN;ERCIS;7
ANKARA;PURSAKLAR;ANKARA;GOLBASI/ANKARA;7
ADIYAMAN;SINCIK;ADIYAMAN;GOLBASI/ADIYAMAN;7
AFYONKARAHISAR;AFYONKARAHISAR MERKEZ;AFYONKARAHISAR;BASMAKCI;7
YOZGAT;KADISEHRI;YOZGAT;SEFAATLI;7
ANKARA;SEREFLIKOCHISAR;ANKARA;NALLIHAN;7
TOKAT;TURHAL;TOKAT;SULUSARAY;7
VAN;CALDIRAN;VAN;CATAK;7
TRABZON;BESIKDUZU;TRABZON;ARAKLI;7
VAN;GURPINAR;VAN;CALDIRAN;7
YOZGAT;CANDIR;YOZGAT;CEKEREK;7
AFYONKARAHISAR;SULTANDAGI;AFYONKARAHISAR;COBANLAR;7
ADANA;YUMURTALIK;ADANA;KARAISALI;7
AKSARAY;GUZELYURT;AKSARAY;ESKIL;7
AFYONKARAHISAR;BOLVADIN;AFYONKARAHISAR;DAZKIRI;7
ANTALYA;MURATPASA;ANTALYA;GUNDOGMUS;7
TRABZON;CARSIBASI;TRABZON;ARSIN;7
TRABZON;HAYRAT;TRABZON;SURMENE;7
ANKARA;NALLIHAN;ANKARA;HAYMANA;7
ORDU;PERSEMBE;ORDU;KABADUZ;7
ORDU;ULUBEY/ORDU;ORDU;CATALPINAR;7
MANISA;SOMA;MANISA;GORDES;7
SAMSUN;CARSAMBA;SAMSUN;YAKAKENT;7
SAKARYA;PAMUKOVA;SAKARYA;KARAPURCEK;7
SIVAS;GEMEREK;SIVAS;ZARA;7
SIVAS;HAFIK;SIVAS;KANGAL;7
ANKARA;AYAS;ANKARA;SEREFLIKOCHISAR;7
ANTALYA;KEMER/ANTALYA;ANTALYA;AKSU;7
ANTALYA;KEMER/ANTALYA;ANTALYA;MANAVGAT;7
ANTALYA;GAZIPASA;ANTALYA;ELMALI;7
ANKARA;BEYPAZARI;ANKARA;CAMLIDERE;7
ANKARA;CAMLIDERE;ANKARA;NALLIHAN;7
ADIYAMAN;BESNI;ADIYAMAN;CELIKHAN;7
ADIYAMAN;BESNI;ADIYAMAN;SAMSAT;7
NEVSEHIR;KOZAKLI;NEVSEHIR;DERINKUYU;7
ANKARA;CUBUK;ANKARA;CAMLIDERE;7
SAMSUN;ONDOKUZMAYIS;SAMSUN;ASARCIK;7
NEVSEHIR;URGUP;NEVSEHIR;HACIBEKTAS;7
DUZCE;YIGILCA;DUZCE;GOLYAKA;7
DIYARBAKIR;CERMIK;DIYARBAKIR;DICLE;7
CORUM;UGURLUDAG;CORUM;OSMANCIK;7
SIVAS;HAFIK;SIVAS;SARKISLA;7
DIYARBAKIR;CUNGUS;DIYARBAKIR;LICE;7
BALIKESIR;ERDEK;BALIKESIR;DURSUNBEY;7
MERSIN;MEZITLI;MERSIN;BOZYAZI;7
ORDU;UNYE;ORDU;ULUBEY/ORDU;7
ORDU;UNYE;ORDU;CATALPINAR;7
BURDUR;CELTIKCI;BURDUR;GOLHISAR;7
MUGLA;ULA;MUGLA;KAVAKLIDERE;7
MERSIN;ERDEMLI;MERSIN;BOZYAZI;7
BURDUR;KARAMANLI;BURDUR;CAVDIR;7
NEVSEHIR;DERINKUYU;NEVSEHIR;KOZAKLI;7
SAMSUN;HAVZA;SAMSUN;ALACAM;7
BURDUR;KEMER/BURDUR;BURDUR;ALTINYAYLA/BURDUR;7
BALIKESIR;HAVRAN;BALIKESIR;ERDEK;7
BALIKESIR;HAVRAN;BALIKESIR;DURSUNBEY;7
RIZE;DEREPAZARI;RIZE;CAYELI;7
BALIKESIR;AYVALIK;BALIKESIR;DURSUNBEY;7
DENIZLI;CIVRIL;DENIZLI;BEYAGAC;7
SAMSUN;SALIPAZARI;SAMSUN;ASARCIK;7
SAMSUN;KAVAK;SAMSUN;AYVACIK/SAMSUN;7
ORDU;CAYBASI;ORDU;PERSEMBE;7
BURSA;INEGOL;BURSA;KELES;7
DENIZLI;SARAYKOY;DENIZLI;KALE/DENIZLI;7
BILECIK;BOZUYUK;BILECIK;YENIPAZAR/BILECIK;7
RIZE;HEMSIN;RIZE;CAMLIHEMSIN;7
DENIZLI;BULDAN;DENIZLI;BOZKURT/DENIZLI;7
RIZE;IYIDERE;RIZE;ARDESEN;7
RIZE;KALKANDERE;RIZE;ARDESEN;7
RIZE;KALKANDERE;RIZE;GUNEYSU;7
SIVAS;DIVRIGI;SIVAS;ULAS;7
DENIZLI;CAMELI;DENIZLI;GUNEY;7
BURSA;ORHANELI;BURSA;KELES;7
DIYARBAKIR;HAZRO;DIYARBAKIR;CERMIK;7
BURSA;YENISEHIR;BURSA;HARMANCIK;7
BALIKESIR;MARMARA;BALIKESIR;GONEN/BALIKESIR;7
SAMSUN;YAKAKENT;SAMSUN;TEKKEKOY;7
BALIKESIR;SAVASTEPE;BALIKESIR;BALYA;7
BALIKESIR;SAVASTEPE;BALIKESIR;MANYAS;7
BALIKESIR;SAVASTEPE;BALIKESIR;MARMARA;7
DENIZLI;BAKLAN;DENIZLI;BABADAG;7
MUGLA;DATCA;MUGLA;ORTACA;7
DIYARBAKIR;ERGANI;DIYARBAKIR;HANI;7
BALIKESIR;BURHANIYE;BALIKESIR;ERDEK;7
DIYARBAKIR;CINAR;DIYARBAKIR;LICE;7
DIYARBAKIR;CINAR;DIYARBAKIR;KULP;7
DIYARBAKIR;DICLE;DIYARBAKIR;LICE;7
BITLIS;HIZAN;BITLIS;MUTKI;7
DENIZLI;AKKOY;DENIZLI;GUNEY;7
BITLIS;MUTKI;BITLIS;HIZAN;7
CORUM;OSMANCIK;CORUM;OGUZLAR;7
CORUM;SUNGURLU;CORUM;ORTAKOY/CORUM;7
CANAKKALE;GOKCEADA;CANAKKALE;YENICE/CANAKKALE;7
DENIZLI;HONAZ;DENIZLI;BAKLAN;7
BOLU;DORTDIVAN;BOLU;GOYNUK;7
DIYARBAKIR;KAYAPINAR;DIYARBAKIR;DICLE;7
DIYARBAKIR;KAYAPINAR;DIYARBAKIR;HAZRO;7
BOLU;GOYNUK;BOLU;YENICAGA;7
DIYARBAKIR;YENISEHIR;DIYARBAKIR;HAZRO;7
DENIZLI;HONAZ;DENIZLI;SERINHISAR;7
DENIZLI;SERINHISAR;DENIZLI;CAL;7
DENIZLI;SERINHISAR;DENIZLI;KALE/DENIZLI;7
DENIZLI;SERINHISAR;DENIZLI;GUNEY;7
ANTALYA;DEMRE;ANTALYA;MANAVGAT;6
DENIZLI;KALE/DENIZLI;DENIZLI;CAL;6
ANTALYA;KUMLUCA;ANTALYA;AKSEKI;6
CANKIRI;SABANOZU;CANKIRI;ATKARACALAR;6
CANKIRI;CERKES;CANKIRI;YAPRAKLI;6
ANKARA;SINCAN;ANKARA;GUDUL;6
DUZCE;GOLYAKA;DUZCE;YIGILCA;6
ANKARA;NALLIHAN;ANKARA;SEREFLIKOCHISAR;6
BARTIN;KURUCASILE;BARTIN;ULUS;6
AYDIN;BUHARKENT;AYDIN;INCIRLIOVA;6
ADIYAMAN;GERGER;ADIYAMAN;SINCIK;6
ANTALYA;IBRADI;ANTALYA;KEMER/ANTALYA;6
ANTALYA;ALANYA;ANTALYA;KAS;6
BALIKESIR;AYVALIK;BALIKESIR;MARMARA;6
ADIYAMAN;GOLBASI/ADIYAMAN;ADIYAMAN;CELIKHAN;6
ANKARA;MAMAK;ANKARA;KALECIK;6
CORUM;BAYAT/CORUM;CORUM;OGUZLAR;6
ARDAHAN;POSOF;ARDAHAN;GOLE;6
ANKARA;SEREFLIKOCHISAR;ANKARA;CAMLIDERE;6
DIYARBAKIR;SILVAN;DIYARBAKIR;DICLE;6
BURDUR;CAVDIR;BURDUR;KARAMANLI;6
ANKARA;PURSAKLAR;ANKARA;KALECIK;6
BURDUR;CELTIKCI;BURDUR;KARAMANLI;6
BURDUR;CELTIKCI;BURDUR;KEMER/BURDUR;6
AYDIN;KUSADASI;AYDIN;CINE;6
ANKARA;YENIMAHALLE;ANKARA;SEREFLIKOCHISAR;6
CORUM;ALACA;CORUM;LACIN;6
CORUM;ALACA;CORUM;OGUZLAR;6
ANKARA;GOLBASI/ANKARA;ANKARA;AYAS;6
DIYARBAKIR;BISMIL;DIYARBAKIR;EGIL;6
DUZCE;AKCAKOCA;DUZCE;YIGILCA;6
ANTALYA;KONYAALTI;ANTALYA;IBRADI;6
AYDIN;GERMENCIK;AYDIN;BUHARKENT;6
AYDIN;GERMENCIK;AYDIN;KARPUZLU;6
ANTALYA;AKSU;ANTALYA;GUNDOGMUS;6
ANKARA;KAZAN;ANKARA;AYAS;6
BURSA;BUYUKORHAN;BURSA;KESTEL;6
AKSARAY;ESKIL;AKSARAY;GULAGAC;6
AFYONKARAHISAR;BAYAT/AFYON;AFYONKARAHISAR;SULTANDAGI;6
BURSA;GURSU;BURSA;IZNIK;6
DENIZLI;CIVRIL;DENIZLI;CAMELI;6
BURSA;HARMANCIK;BURSA;BUYUKORHAN;6
AKSARAY;GUZELYURT;AKSARAY;AGACOREN;6
BILECIK;BILECIK MERKEZ;BILECIK;YENIPAZAR/BILECIK;6
BILECIK;BOZUYUK;BILECIK;INHISAR;6
DENIZLI;CAMELI;DENIZLI;BEKILLI;6
AYDIN;INCIRLIOVA;AYDIN;KARACASU;6
CANKIRI;ELDIVAN;CANKIRI;YAPRAKLI;6
BILECIK;INHISAR;BILECIK;GOLPAZARI;6
AFYONKARAHISAR;COBANLAR;AFYONKARAHISAR;ISCEHISAR;6
AFYONKARAHISAR;COBANLAR;AFYONKARAHISAR;SINANPASA;6
AFYONKARAHISAR;DAZKIRI;AFYONKARAHISAR;BOLVADIN;6
AFYONKARAHISAR;DAZKIRI;AFYONKARAHISAR;SINANPASA;6
AFYONKARAHISAR;DAZKIRI;AFYONKARAHISAR;SANDIKLI;6
BURSA;MUDANYA;BURSA;BUYUKORHAN;6
DENIZLI;CAMELI;DENIZLI;BOZKURT/DENIZLI;6
BURSA;MUSTAFA K.PASA;BURSA;HARMANCIK;6
BILECIK;SOGUT;BILECIK;GOLPAZARI;6
DENIZLI;BULDAN;DENIZLI;CAL;6
AFYONKARAHISAR;EMIRDAG;AFYONKARAHISAR;DAZKIRI;6
BALIKESIR;MANYAS;BALIKESIR;DURSUNBEY;6
BALIKESIR;MANYAS;BALIKESIR;SAVASTEPE;6
ANKARA;AKYURT;ANKARA;GUDUL;6
ELAZIG;ALACAKAYA;ELAZIG;KEBAN;6
ANKARA;ALTINDAG;ANKARA;SEREFLIKOCHISAR;6
ANTALYA;AKSEKI;ANTALYA;DEMRE;6
CORUM;MECITOZU;CORUM;LACIN;6
BINGOL;GENC;BINGOL;YAYLADERE;6
CORUM;DODURGA;CORUM;ALACA;6
ANTALYA;KEMER/ANTALYA;ANTALYA;DEMRE;6
AFYONKARAHISAR;HOCALAR;AFYONKARAHISAR;DAZKIRI;6
AFYONKARAHISAR;HOCALAR;AFYONKARAHISAR;EVCILER;6
BALIKESIR;MARMARA;BALIKESIR;EDREMIT/BALIKESIR;6
AFYONKARAHISAR;IHSANIYE;AFYONKARAHISAR;DAZKIRI;6
AFYONKARAHISAR;IHSANIYE;AFYONKARAHISAR;DINAR;6
AFYONKARAHISAR;IHSANIYE;AFYONKARAHISAR;SUHUT;6
ANKARA;CAMLIDERE;ANKARA;GUDUL;6
BINGOL;SOLHAN;BINGOL;YEDISU;6
CORUM;LACIN;CORUM;BAYAT/CORUM;6
AFYONKARAHISAR;ISCEHISAR;AFYONKARAHISAR;SUHUT;6
AYDIN;KARPUZLU;AYDIN;YENIPAZAR/AYDIN;6
BALIKESIR;BURHANIYE;BALIKESIR;SUSURLUK;6
ANTALYA;GAZIPASA;ANTALYA;IBRADI;6
AFYONKARAHISAR;KIZILOREN;AFYONKARAHISAR;HOCALAR;6
ANTALYA;KEMER/ANTALYA;ANTALYA;ELMALI;6
DENIZLI;KALE/DENIZLI;DENIZLI;BEKILLI;6
DENIZLI;KALE/DENIZLI;DENIZLI;CARDAK;6
BALIKESIR;BURHANIYE;BALIKESIR;GONEN/BALIKESIR;6
AFYONKARAHISAR;SANDIKLI;AFYONKARAHISAR;SULTANDAGI;6
AFYONKARAHISAR;SULTANDAGI;AFYONKARAHISAR;BAYAT/AFYON;6
AYDIN;SOKE;AYDIN;YENIPAZAR/AYDIN;6
ANKARA;ETIMESGUT;ANKARA;POLATLI;6
DENIZLI;BEKILLI;DENIZLI;BAKLAN;6
CORUM;OSMANCIK;CORUM;BOGAZKALE;6
DIYARBAKIR;LICE;DIYARBAKIR;CINAR;6
TRABZON;TRABZON MERKEZ;TRABZON;KOPRUBASI/TRABZON;6
TRABZON;VAKFIKEBIR;TRABZON;CAYKARA;6
TRABZON;MACKA;TRABZON;TONYA;6
TRABZON;CARSIBASI;TRABZON;CAYKARA;6
CORUM;SUNGURLU;CORUM;DODURGA;6
TRABZON;SURMENE;TRABZON;VAKFIKEBIR;6
CANAKKALE;GELIBOLU;CANAKKALE;BAYRAMIC;6
TRABZON;HAYRAT;TRABZON;BESIKDUZU;6
CANAKKALE;GOKCEADA;CANAKKALE;BAYRAMIC;6
YOZGAT;BOGAZLIYAN;YOZGAT;AYDINCIK/YOZGAT;6
YOZGAT;SARAYKENT;YOZGAT;CEKEREK;6
TRABZON;DERNEKPAZARI;TRABZON;MACKA;6
TRABZON;ARSIN;TRABZON;SALPAZARI;6
BINGOL;KIGI;BINGOL;GENC;6
BOLU;GOYNUK;BOLU;GEREDE;6
CANKIRI;ATKARACALAR;CANKIRI;BAYRAMOREN;6
YOZGAT;KADISEHRI;YOZGAT;CANDIR;6
DENIZLI;HONAZ;DENIZLI;BEYAGAC;6
BOLU;KIBRISCIK;BOLU;GOYNUK;6
TRABZON;ARSIN;TRABZON;TONYA;6
VAN;ERCIS;VAN;SARAY/VAN;6
BOLU;MENGEN;BOLU;GOYNUK;6
VAN;EDREMIT/VAN;VAN;GURPINAR;6
YOZGAT;SEFAATLI;YOZGAT;SARAYKENT;6
ISTANBUL;TUZLA;ISTANBUL;SILE;6
ERZURUM;KOPRUKOY;ERZURUM;HINIS;6
GIRESUN;GUCE;GIRESUN;KESAP;6
ISTANBUL;TUZLA;ISTANBUL;ZEYTINBURNU;6
GIRESUN;KESAP;GIRESUN;EYNESIL;6
ISTANBUL;ARNAVUTKOY;ISTANBUL;SULTANBEYLI;6
IZMIR;BAYINDIR;IZMIR;BEYDAG;6
TRABZON;DUZKOY;TRABZON;OF;6
YALOVA;ALTINOVA;YALOVA;TERMAL;6
TUNCELI;OVACIK/TUNCELI;TUNCELI;NAZIMIYE;6
IZMIR;KARABURUN;IZMIR;ODEMIS;6
YOZGAT;SORGUN;YOZGAT;YENIFAKILI;6
IZMIR;KINIK;IZMIR;ODEMIS;6
IZMIR;KINIK;IZMIR;SELCUK;6
IZMIR;MENDERES;IZMIR;KARABURUN;6
ISTANBUL;ADALAR;ISTANBUL;BAYRAMPASA;6
IZMIR;SEFERIHISAR;IZMIR;BERGAMA;6
ESKISEHIR;MIHALGAZI;ESKISEHIR;MIHALICCIK;6
ESKISEHIR;MIHALGAZI;ESKISEHIR;MAHMUDIYE;6
TRABZON;DERNEKPAZARI;TRABZON;YOMRA;6
TRABZON;VAKFIKEBIR;TRABZON;HAYRAT;6
YOZGAT;YERKOY;YOZGAT;BOGAZLIYAN;6
TRABZON;VAKFIKEBIR;TRABZON;SALPAZARI;6
GIRESUN;TIREBOLU;GIRESUN;ALUCRA;6
MANISA;GOLMARMARA;MANISA;SARIGOL;6
ISTANBUL;BUYUKCEKMECE;ISTANBUL;ADALAR;6
KONYA;MERAM;KONYA;CELTIK;6
KONYA;YALIHUYUK;KONYA;AHIRLI;6
GIRESUN;YAGLIDERE;GIRESUN;CANAKCI;6
ERZURUM;NARMAN;ERZURUM;ISPIR;6
MALATYA;ARAPGIR;MALATYA;HEKIMHAN;6
MANISA;AKHISAR;MANISA;AHMETLI;6
KONYA;DERBENT;KONYA;SARAYONU;6
MANISA;SARIGOL;MANISA;GORDES;6
ERZINCAN;CAYIRLI;ERZINCAN;ILIC;6
MANISA;GOLMARMARA;MANISA;KIRKAGAC;6
MANISA;SOMA;MANISA;KULA;6
ERZURUM;ASKALE;ERZURUM;CAT;6
ESKISEHIR;SEYITGAZI;ESKISEHIR;MIHALGAZI;6
KONYA;EMIRGAZI;KONYA;KADINHANI;6
ERZURUM;ASKALE;ERZURUM;UZUNDERE;6
KUTAHYA;HISARCIK;KUTAHYA;DUMLUPINAR;6
GIRESUN;PIRAZIZ;GIRESUN;ESPIYE;6
KUTAHYA;HISARCIK;KUTAHYA;SAPHANE;6
MALATYA;KALE/MALATYA;MALATYA;YAZIHAN;6
KONYA;TASKENT;KONYA;YUNAK;6
KASTAMONU;KURE;KASTAMONU;CIDE;6
KONYA;DEREBUCAK;KONYA;AKSEHIR;6
KASTAMONU;PINARBASI/KASTAMONU;KASTAMONU;TOSYA;6
MALATYA;KALE/MALATYA;MALATYA;ARAPGIR;6
ISTANBUL;ADALAR;ISTANBUL;SILE;6
GAZIANTEP;ARABAN;GAZIANTEP;NURDAGI;6
KONYA;CIHANBEYLI;KONYA;BOZKIR;6
KONYA;DEREBUCAK;KONYA;HUYUK;6
ERZURUM;PASINLER;ERZURUM;OLUR;6
KUTAHYA;SIMAV;KUTAHYA;ASLANAPA;6
KONYA;BOZKIR;KONYA;DEREBUCAK;6
KAHRAMANMARAS;GOKSUN;KAHRAMANMARAS;NURHAK;6
ISPARTA;EGIRDIR;ISPARTA;YENISARBADEMLI;6
ERZURUM;CAT;ERZURUM;ISPIR;6
ERZURUM;CAT;ERZURUM;KARACOBAN;6
ISTANBUL;BEYLIKDUZU;ISTANBUL;SISLI;6
KONYA;ALTINEKIN;KONYA;EREGLI/KONYA;6
KASTAMONU;ABANA;KASTAMONU;INEBOLU;6
KONYA;MERAM;KONYA;EMIRGAZI;6
KAYSERI;AKKISLA;KAYSERI;FELAHIYE;6
KAYSERI;AKKISLA;KAYSERI;TOMARZA;6
IZMIR;DIKILI;IZMIR;SELCUK;6
KASTAMONU;AGLI;KASTAMONU;ABANA;6
