from_city;from_district;to_city;to_district;migration
GIRESUN;ESPIYE;GIRESUN;CAMOLUK;10
IZMIR;BALCOVA;IZMIR;DIKILI;10
BALIKESIR;SINDIRGI;BALIKESIR;BALYA;10
CORUM;BAYAT/CORUM;CORUM;KARGI;10
GIRESUN;GIRESUN MERKEZ;GIRESUN;DOGANKENT;10
ELAZIG;PALU;ELAZIG;KEBAN;10
BALIKESIR;SUSURLUK;BALIKESIR;GOMEC;10
ISTANBUL;BASAKSEHIR;ISTANBUL;SARIYER;10
CORUM;OSMANCIK;CORUM;MECITOZU;10
GIRESUN;GORELE;GIRESUN;GUCE;10
CANAKKALE;GOKCEADA;CANAKKALE;GELIBOLU;10
DENIZLI;BEKILLI;DENIZLI;CARDAK;10
AYDIN;KARPUZLU;AYDIN;BOZDOGAN;10
CORUM;OSMANCIK;CORUM;UGURLUDAG;10
BOLU;SEBEN;BOLU;MENGEN;10
BINGOL;KIGI;BINGOL;YAYLADERE;10
AYDIN;BUHARKENT;AYDIN;CINE;10
AYDIN;BUHARKENT;AYDIN;KOSK;10
AYDIN;BUHARKENT;AYDIN;YENIPAZAR/AYDIN;10
ERZURUM;KOPRUKOY;ERZURUM;NARMAN;9
ESKISEHIR;HAN;ESKISEHIR;ALPU;9
CORUM;ALACA;CORUM;KARGI;9
IZMIR;GUZELBAHCE;IZMIR;ALIAGA;9
ISPARTA;GELENDOST;ISPARTA;KECIBORLU;9
ISTANBUL;SILIVRI;ISTANBUL;ADALAR;9
DIYARBAKIR;DICLE;DIYARBAKIR;SILVAN;9
IZMIR;BERGAMA;IZMIR;KARABURUN;9
IZMIR;BEYDAG;IZMIR;KEMALPASA;9
DUZCE;CILIMLI;DUZCE;YIGILCA;9
IZMIR;KINIK;IZMIR;GUZELBAHCE;9
IZMIR;KINIK;IZMIR;SEFERIHISAR;9
IZMIR;FOCA;IZMIR;KARABURUN;9
ESKISEHIR;GUNYUZU;ESKISEHIR;MAHMUDIYE;9
ESKISEHIR;GUNYUZU;ESKISEHIR;INONU;9
BURDUR;ALTINYAYLA/BURDUR;BURDUR;CAVDIR;9
GIRESUN;SEBINKARAHISAR;GIRESUN;CAMOLUK;9
BURDUR;BUCAK;BURDUR;CAVDIR;9
DIYARBAKIR;KOCAKOY;DIYARBAKIR;ERGANI;9
ESKISEHIR;MIHALICCIK;ESKISEHIR;MIHALGAZI;9
DIYARBAKIR;HANI;DIYARBAKIR;EGIL;9
DIYARBAKIR;HANI;DIYARBAKIR;SILVAN;9
ISPARTA;YENISARBADEMLI;ISPARTA;AKSU;9
IZMIR;CIGLI;IZMIR;KEMALPASA;9
DIYARBAKIR;BISMIL;DIYARBAKIR;DICLE;9
ERZINCAN;CAYIRLI;ERZINCAN;REFAHIYE;9
ERZURUM;ASKALE;ERZURUM;HORASAN;9
ISPARTA;ATABEY;ISPARTA;KECIBORLU;9
DENIZLI;ACIPAYAM;DENIZLI;BAKLAN;9
DENIZLI;SARAYKOY;DENIZLI;BOZKURT/DENIZLI;9
ISTANBUL;SULTANBEYLI;ISTANBUL;CEKMEKOY;9
ISTANBUL;SULTANBEYLI;ISTANBUL;GUNGOREN;9
ISTANBUL;ADALAR;ISTANBUL;SILIVRI;9
DENIZLI;CARDAK;DENIZLI;TAVAS;9
ELAZIG;KARAKOCAN;ELAZIG;ARICAK;9
ISTANBUL;BEYLIKDUZU;ISTANBUL;KARTAL;9
ISTANBUL;BEYLIKDUZU;ISTANBUL;SARIYER;9
GUMUSHANE;SIRAN;GUMUSHANE;TORUL;9
DENIZLI;CAMELI;DENIZLI;BEYAGAC;9
BALIKESIR;BANDIRMA;BALIKESIR;KEPSUT;9
ISTANBUL;SANCAKTEPE;ISTANBUL;BEYLIKDUZU;9
BURSA;NILUFER;BURSA;KELES;9
ISTANBUL;SANCAKTEPE;ISTANBUL;EYUP;9
ERZURUM;CAT;ERZURUM;NARMAN;9
BALIKESIR;MANYAS;BALIKESIR;BALYA;9
IZMIR;MENEMEN;IZMIR;BAYINDIR;9
ERZURUM;SENKAYA;ERZURUM;PASINLER;9
IZMIR;KARABURUN;IZMIR;FOCA;9
ERZURUM;ASKALE;ERZURUM;TEKMAN;9
CORUM;OGUZLAR;CORUM;BAYAT/CORUM;9
CORUM;DODURGA;CORUM;BAYAT/CORUM;9
BALIKESIR;SAVASTEPE;BALIKESIR;GOMEC;9
BURSA;IZNIK;BURSA;ORHANELI;9
DIYARBAKIR;CINAR;DIYARBAKIR;CUNGUS;9
ISTANBUL;SULTANGAZI;ISTANBUL;SULTANBEYLI;9
IZMIR;BUCA;IZMIR;KIRAZ;9
ISTANBUL;SILE;ISTANBUL;CATALCA;9
ESKISEHIR;MAHMUDIYE;ESKISEHIR;MIHALGAZI;9
DENIZLI;TAVAS;DENIZLI;BAKLAN;9
CORUM;MECITOZU;CORUM;BAYAT/CORUM;9
IZMIR;NARLIDERE;IZMIR;BERGAMA;9
IZMIR;NARLIDERE;IZMIR;FOCA;9
IZMIR;NARLIDERE;IZMIR;KARABURUN;9
IZMIR;NARLIDERE;IZMIR;KEMALPASA;9
DENIZLI;AKKOY;DENIZLI;CIVRIL;9
ELAZIG;ARICAK;ELAZIG;AGIN;9
ELAZIG;ARICAK;ELAZIG;KARAKOCAN;9
ISTANBUL;BASAKSEHIR;ISTANBUL;ATASEHIR;9
DENIZLI;BEKILLI;DENIZLI;AKKOY;9
ERZURUM;HORASAN;ERZURUM;TEKMAN;9
ERZURUM;UZUNDERE;ERZURUM;SENKAYA;9
BALIKESIR;SUSURLUK;BALIKESIR;MARMARA;9
CORUM;OSMANCIK;CORUM;ORTAKOY/CORUM;9
CORUM;ALACA;CORUM;BAYAT/CORUM;9
BOLU;GEREDE;BOLU;MUDURNU;9
ERZINCAN;KEMALIYE;ERZINCAN;REFAHIYE;9
IZMIR;BAYRAKLI;IZMIR;BEYDAG;9
BOLU;KIBRISCIK;BOLU;MUDURNU;9
ERZURUM;KARACOBAN;ERZURUM;KOPRUKOY;9
DIYARBAKIR;YENISEHIR;DIYARBAKIR;KULP;9
ESKISEHIR;CIFTELER;ESKISEHIR;ALPU;9
TRABZON;MACKA;TRABZON;DERNEKPAZARI;9
TRABZON;MACKA;TRABZON;SALPAZARI;9
MANISA;AHMETLI;MANISA;KULA;9
YOZGAT;YENIFAKILI;YOZGAT;CAYIRALAN;9
KONYA;ILGIN;KONYA;AKOREN;9
KONYA;KADINHANI;KONYA;DOGANHISAR;9
KONYA;KULU;KONYA;EREGLI/KONYA;9
KOCAELI;KARAMURSEL;KOCAELI;KANDIRA;9
TRABZON;CARSIBASI;TRABZON;MACKA;9
KUTAHYA;HISARCIK;KUTAHYA;CAVDARHISAR;9
TRABZON;SALPAZARI;TRABZON;ARAKLI;9
MANISA;AKHISAR;MANISA;SARIGOL;9
KASTAMONU;KASTAMONU MERKEZ;KASTAMONU;PINARBASI/KASTAMONU;9
KONYA;BEYSEHIR;KONYA;YUNAK;9
IZMIR;SEFERIHISAR;IZMIR;SELCUK;9
KASTAMONU;KURE;KASTAMONU;CATALZEYTIN;9
YOZGAT;CANDIR;YOZGAT;YERKOY;9
KAHRAMANMARAS;ELBISTAN;KAHRAMANMARAS;CAGLIYANCERIT;9
VAN;CALDIRAN;VAN;GURPINAR;9
KASTAMONU;SENPAZAR;KASTAMONU;AZDAVAY;9
SIVAS;ULAS;SIVAS;SUSEHRI;9
KONYA;DOGANHISAR;KONYA;AKOREN;9
KASTAMONU;SEYDILER;KASTAMONU;AZDAVAY;9
TRABZON;TONYA;TRABZON;SURMENE;9
TOKAT;ERBAA;TOKAT;PAZAR/TOKAT;9
KOCAELI;DILOVASI;KOCAELI;KARAMURSEL;9
KARS;SUSUZ;KARS;AKYAKA;9
VAN;GEVAS;VAN;BAHCESARAY;9
KONYA;DEREBUCAK;KONYA;ILGIN;9
TRABZON;TRABZON MERKEZ;TRABZON;SALPAZARI;9
KASTAMONU;TOSYA;KASTAMONU;ABANA;9
KASTAMONU;TOSYA;KASTAMONU;AZDAVAY;9
KASTAMONU;TOSYA;KASTAMONU;SENPAZAR;9
KIRIKKALE;KIRIKKALE MERKEZ;KIRIKKALE;KARAKECILI;9
YOZGAT;SORGUN;YOZGAT;KADISEHRI;9
KAYSERI;AKKISLA;KAYSERI;HACILAR;9
YOZGAT;CAYIRALAN;YOZGAT;SEFAATLI;9
TRABZON;DERNEKPAZARI;TRABZON;ARAKLI;9
KAYSERI;BUNYAN;KAYSERI;OZVATAN;9
KIRIKKALE;SULAKYURT;KIRIKKALE;DELICE;9
TRABZON;OF;TRABZON;VAKFIKEBIR;9
YOZGAT;KADISEHRI;YOZGAT;YENIFAKILI;9
TOKAT;YESILYURT/TOKAT;TOKAT;NIKSAR;9
KONYA;AKSEHIR;KONYA;KADINHANI;9
KAYSERI;DEVELI;KAYSERI;OZVATAN;9
KAHRAMANMARAS;GOKSUN;KAHRAMANMARAS;CAGLIYANCERIT;9
KAYSERI;FELAHIYE;KAYSERI;BUNYAN;9
KARABUK;EFLANI;KARABUK;ESKIPAZAR;9
TRABZON;HAYRAT;TRABZON;MACKA;9
IZMIR;TIRE;IZMIR;DIKILI;9
KAYSERI;HACILAR;KAYSERI;YAHYALI;9
MANISA;GOLMARMARA;MANISA;ALASEHIR;9
ORDU;PERSEMBE;ORDU;AKKUS;9
ORDU;PERSEMBE;ORDU;IKIZCE;9
KUTAHYA;ASLANAPA;KUTAHYA;CAVDARHISAR;9
KASTAMONU;AZDAVAY;KASTAMONU;ABANA;9
ORDU;ULUBEY/ORDU;ORDU;AKKUS;9
ORDU;ULUBEY/ORDU;ORDU;IKIZCE;9
KONYA;HUYUK;KONYA;EREGLI/KONYA;9
KUTAHYA;SAPHANE;KUTAHYA;PAZARLAR;9
KONYA;CIHANBEYLI;KONYA;AKOREN;9
KILIS;MUSABEYLI;KILIS;ELBEYLI;9
KAYSERI;KOCASINAN;KAYSERI;SARIZ;9
SIVAS;HAFIK;SIVAS;ULAS;9
KIRKLARELI;PEHLIVANKOY;KIRKLARELI;VIZE;9
KASTAMONU;BOZKURT/KASTAMONU;KASTAMONU;TASKOPRU;9
KASTAMONU;BOZKURT/KASTAMONU;KASTAMONU;TOSYA;9
KASTAMONU;IHSANGAZI;KASTAMONU;PINARBASI/KASTAMONU;9
KASTAMONU;IHSANGAZI;KASTAMONU;ABANA;9
KASTAMONU;INEBOLU;KASTAMONU;AGLI;9
KONYA;TUZLUKCU;KONYA;SARAYONU;9
MANISA;TURGUTLU;MANISA;KIRKAGAC;9
KAYSERI;SARIOGLAN;KAYSERI;INCESU;9
KAYSERI;SARIOGLAN;KAYSERI;YAHYALI;9
KAYSERI;SARIOGLAN;KAYSERI;TOMARZA;9
KONYA;DOGANHISAR;KONYA;DERBENT;9
KONYA;GUNEYSINIR;KONYA;KADINHANI;9
SANLIURFA;BIRECIK;SANLIURFA;SIVEREK;9
MALATYA;DOGANSEHIR;MALATYA;YAZIHAN;9
KONYA;KULU;KONYA;CUMRA;9
KONYA;BEYSEHIR;KONYA;ALTINEKIN;9
KASTAMONU;DEVREKANI;KASTAMONU;PINARBASI/KASTAMONU;9
NIGDE;CIFTLIK;NIGDE;CAMARDI;9
NIGDE;CIFTLIK;NIGDE;ULUKISLA;9
KIRSEHIR;MUCUR;KIRSEHIR;CICEKDAGI;9
KOCAELI;CAYIROVA;KOCAELI;GOLCUK;9
KONYA;AHIRLI;KONYA;ALTINEKIN;9
SAMSUN;VEZIRKOPRU;SAMSUN;AYVACIK/SAMSUN;9
ARDAHAN;DAMAL;ARDAHAN;GOLE;9
MERSIN;SILIFKE;MERSIN;CAMLIYAYLA;9
RIZE;DEREPAZARI;RIZE;KALKANDERE;9
SAMSUN;VEZIRKOPRU;SAMSUN;SALIPAZARI;9
ANKARA;KALECIK;ANKARA;KIZILCAHAMAM;9
SAKARYA;GEYVE;SAKARYA;KOCAALI;9
RIZE;GUNEYSU;RIZE;KALKANDERE;9
ANKARA;GUDUL;ANKARA;CAMLIDERE;9
ANKARA;GOLBASI/ANKARA;ANKARA;KALECIK;9
SAMSUN;CANIK;SAMSUN;AYVACIK/SAMSUN;9
AGRI;DIYADIN;AGRI;TUTAK;9
AGRI;ELESKIRT;AGRI;TASLICAY;9
ANTALYA;DEMRE;ANTALYA;SERIK;9
MANISA;KULA;MANISA;KOPRUBASI/MANISA;9
AGRI;PATNOS;AGRI;ELESKIRT;9
ADIYAMAN;TUT;ADIYAMAN;KAHTA;9
SAMSUN;CANIK;SAMSUN;SALIPAZARI;9
RIZE;PAZAR/RIZE;RIZE;KALKANDERE;9
ADANA;TUFANBEYLI;ADANA;ALADAG;9
SANLIURFA;HALFETI;SANLIURFA;AKCAKALE;9
ANTALYA;SERIK;ANTALYA;GUNDOGMUS;9
SANLIURFA;HALFETI;SANLIURFA;HILVAN;9
MUS;MALAZGIRT;MUS;KORKUT;9
ANTALYA;AKSU;ANTALYA;KAS;9
ANTALYA;KEPEZ;ANTALYA;AKSEKI;9
SAKARYA;KAYNARCA;SAKARYA;KARAPURCEK;9
SANLIURFA;AKCAKALE;SANLIURFA;HALFETI;9
ORDU;KUMRU;ORDU;MESUDIYE;9
SAKARYA;KARAPURCEK;SAKARYA;FERIZLI;9
AFYONKARAHISAR;COBANLAR;AFYONKARAHISAR;SANDIKLI;9
AFYONKARAHISAR;EVCILER;AFYONKARAHISAR;SANDIKLI;9
AFYONKARAHISAR;ISCEHISAR;AFYONKARAHISAR;SINANPASA;9
ANTALYA;DOSEMEALTI;ANTALYA;KAS;9
AFYONKARAHISAR;SANDIKLI;AFYONKARAHISAR;BASMAKCI;9
ADANA;KARAISALI;ADANA;FEKE;9
ANKARA;EVREN;ANKARA;KIZILCAHAMAM;9
ADIYAMAN;CELIKHAN;ADIYAMAN;SAMSAT;9
SIVAS;SARKISLA;SIVAS;ULAS;8
MERSIN;CAMLIYAYLA;MERSIN;BOZYAZI;8
ARDAHAN;CILDIR;ARDAHAN;POSOF;8
ARDAHAN;HANAK;ARDAHAN;GOLE;8
SANLIURFA;CEYLANPINAR;SANLIURFA;HALFETI;8
MANISA;SOMA;MANISA;DEMIRCI;8
MANISA;SARIGOL;MANISA;KULA;8
ANTALYA;IBRADI;ANTALYA;KORKUTELI;8
MANISA;SELENDI;MANISA;GORDES;8
ANTALYA;DEMRE;ANTALYA;KORKUTELI;8
ANKARA;KIZILCAHAMAM;ANKARA;KALECIK;8
SIVAS;HAFIK;SIVAS;GEMEREK;8
ANTALYA;DEMRE;ANTALYA;KEMER/ANTALYA;8
AGRI;DOGUBAYAZIT;AGRI;TUTAK;8
ANTALYA;GUNDOGMUS;ANTALYA;KORKUTELI;8
ADIYAMAN;SAMSAT;ADIYAMAN;SINCIK;8
ANTALYA;KONYAALTI;ANTALYA;KAS;8
AGRI;TUTAK;AGRI;TASLICAY;8
OSMANIYE;HASANBEYLI;OSMANIYE;KADIRLI;8
ADANA;TUFANBEYLI;ADANA;YUMURTALIK;8
NIGDE;ALTUNHISAR;NIGDE;ULUKISLA;8
AFYONKARAHISAR;SULTANDAGI;AFYONKARAHISAR;SUHUT;8
ANTALYA;KONYAALTI;ANTALYA;DEMRE;8
ARTVIN;MURGUL;ARTVIN;SAVSAT;8
ADANA;ALADAG;ADANA;SAIMBEYLI;8
SAMSUN;SALIPAZARI;SAMSUN;KAVAK;8
SANLIURFA;HILVAN;SANLIURFA;HARRAN;8
MARDIN;DARGECIT;MARDIN;SAVUR;8
AFYONKARAHISAR;CAY;AFYONKARAHISAR;BAYAT/AFYON;8
AFYONKARAHISAR;CAY;AFYONKARAHISAR;IHSANIYE;8
AFYONKARAHISAR;CAY;AFYONKARAHISAR;HOCALAR;8
ORDU;AKKUS;ORDU;MESUDIYE;8
AFYONKARAHISAR;SUHUT;AFYONKARAHISAR;EVCILER;8
AFYONKARAHISAR;DINAR;AFYONKARAHISAR;SINANPASA;8
SAKARYA;PAMUKOVA;SAKARYA;SOGUTLU;8
ANTALYA;MANAVGAT;ANTALYA;ELMALI;8
AFYONKARAHISAR;EMIRDAG;AFYONKARAHISAR;ISCEHISAR;8
SIVAS;ULAS;SIVAS;GEMEREK;8
SAMSUN;ASARCIK;SAMSUN;ONDOKUZMAYIS;8
ADANA;ALADAG;ADANA;YUMURTALIK;8
ANKARA;BALA;ANKARA;BEYPAZARI;8
ANKARA;POLATLI;ANKARA;KALECIK;8
ANKARA;BEYPAZARI;ANKARA;HAYMANA;8
ANKARA;BEYPAZARI;ANKARA;SEREFLIKOCHISAR;8
AFYONKARAHISAR;ISCEHISAR;AFYONKARAHISAR;DINAR;8
SINOP;TURKELI;SINOP;ERFELEK;8
AFYONKARAHISAR;SANDIKLI;AFYONKARAHISAR;BAYAT/AFYON;8
ANKARA;ELMADAG;ANKARA;SEREFLIKOCHISAR;8
RIZE;GUNEYSU;RIZE;IKIZDERE;8
ANTALYA;GAZIPASA;ANTALYA;KAS;8
ANKARA;ETIMESGUT;ANKARA;ELMADAG;8
ANKARA;ETIMESGUT;ANKARA;KIZILCAHAMAM;8
SAKARYA;TARAKLI;SAKARYA;KARAPURCEK;8
TUNCELI;CEMISGEZEK;TUNCELI;OVACIK/TUNCELI;8
RIZE;HEMSIN;RIZE;FINDIKLI;8
ORDU;FATSA;ORDU;GOLKOY;8
YOZGAT;KADISEHRI;YOZGAT;AYDINCIK/YOZGAT;8
RIZE;IYIDERE;RIZE;KALKANDERE;8
YALOVA;TERMAL;YALOVA;ALTINOVA;8
SIVAS;YILDIZELI;SIVAS;GOLOVA;8
SIVAS;DIVRIGI;SIVAS;YILDIZELI;8
TRABZON;DUZKOY;TRABZON;YOMRA;8
SAKARYA;KARASU;SAKARYA;TARAKLI;8
SANLIURFA;VIRANSEHIR;SANLIURFA;HALFETI;8
SIVAS;ZARA;SIVAS;YILDIZELI;8
SANLIURFA;AKCAKALE;SANLIURFA;HILVAN;8
ORDU;KORGAN;ORDU;CAMAS;8
TRABZON;ARAKLI;TRABZON;HAYRAT;8
SAMSUN;YAKAKENT;SAMSUN;VEZIRKOPRU;8
MANISA;SELENDI;MANISA;GOLMARMARA;8
VAN;SARAY/VAN;VAN;GEVAS;8
TUNCELI;PULUMUR;TUNCELI;MAZGIRT;8
VAN;CATAK;VAN;ERCIS;8
VAN;BASKALE;VAN;GEVAS;8
YOZGAT;SARIKAYA;YOZGAT;CEKEREK;8
SIVAS;DOGANSAR;SIVAS;ZARA;8
TRABZON;ARSIN;TRABZON;CAYKARA;8
TOKAT;SULUSARAY;TOKAT;ERBAA;8
TRABZON;HAYRAT;TRABZON;CAYKARA;8
SAKARYA;ERENLER;SAKARYA;KAYNARCA;8
TOKAT;RESADIYE;TOKAT;BASCIFTLIK;8
SAMSUN;AYVACIK/SAMSUN;SAMSUN;KAVAK;8
MUS;VARTO;MUS;HASKOY;8
MUS;VARTO;MUS;MALAZGIRT;8
VAN;MURADIYE;VAN;SARAY/VAN;8
BOLU;MUDURNU;BOLU;KIBRISCIK;8
TRABZON;ARAKLI;TRABZON;BESIKDUZU;8
DENIZLI;BEYAGAC;DENIZLI;BOZKURT/DENIZLI;8
CANKIRI;SABANOZU;CANKIRI;KORGUN;8
TOKAT;ARTOVA;TOKAT;RESADIYE;8
DENIZLI;CAL;DENIZLI;GUNEY;8
DIYARBAKIR;KOCAKOY;DIYARBAKIR;HANI;8
TOKAT;RESADIYE;TOKAT;YESILYURT/TOKAT;8
DIYARBAKIR;CERMIK;DIYARBAKIR;CINAR;8
BALIKESIR;AYVALIK;BALIKESIR;ERDEK;8
YOZGAT;YERKOY;YOZGAT;CANDIR;8
CANKIRI;ORTA;CANKIRI;BAYRAMOREN;8
CORUM;ORTAKOY/CORUM;CORUM;KARGI;8
IZMIR;BEYDAG;IZMIR;SEFERIHISAR;8
IZMIR;GAZIEMIR;IZMIR;BERGAMA;8
GIRESUN;KESAP;GIRESUN;CANAKCI;8
IZMIR;GUZELBAHCE;IZMIR;BAYINDIR;8
BURDUR;GOLHISAR;BURDUR;YESILOVA;8
DIYARBAKIR;EGIL;DIYARBAKIR;SILVAN;8
BURDUR;TEFENNI;BURDUR;ALTINYAYLA/BURDUR;8
BURDUR;TEFENNI;BURDUR;KEMER/BURDUR;8
ESKISEHIR;GUNYUZU;ESKISEHIR;BEYLIKOVA;8
CANKIRI;CERKES;CANKIRI;BAYRAMOREN;8
BURDUR;YESILOVA;BURDUR;CAVDIR;8
BALIKESIR;HAVRAN;BALIKESIR;BIGADIC;8
CANKIRI;ELDIVAN;CANKIRI;KIZILIRMAK;8
AYDIN;KARACASU;AYDIN;KARPUZLU;8
AYDIN;YENIPAZAR/AYDIN;AYDIN;KOCARLI;8
AYDIN;KUYUCAK;AYDIN;KOCARLI;8
BURSA;HARMANCIK;BURSA;YENISEHIR;8
ERZINCAN;UZUMLU;ERZINCAN;KEMALIYE;8
ERZINCAN;UZUMLU;ERZINCAN;KEMAH;8
ISTANBUL;BAYRAMPASA;ISTANBUL;SILE;8
ERZINCAN;UZUMLU;ERZINCAN;ILIC;8
BALIKESIR;IVRINDI;BALIKESIR;MARMARA;8
GIRESUN;YAGLIDERE;GIRESUN;PIRAZIZ;8
ERZURUM;NARMAN;ERZURUM;OLUR;8
BURSA;KARACABEY;BURSA;KELES;8
IZMIR;CIGLI;IZMIR;ODEMIS;8
DIYARBAKIR;KULP;DIYARBAKIR;HANI;8
BURSA;KESTEL;BURSA;ORHANELI;8
ERZURUM;ASKALE;ERZURUM;NARMAN;8
BILECIK;OSMANELI;BILECIK;PAZARYERI;8
GIRESUN;PIRAZIZ;GIRESUN;DERELI;8
ERZURUM;OLUR;ERZURUM;TORTUM;8
DENIZLI;CAMELI;DENIZLI;CAL;8
CANKIRI;KIZILIRMAK;CANKIRI;ORTA;8
DENIZLI;BABADAG;DENIZLI;HONAZ;8
ERZURUM;AZIZIYE;ERZURUM;HINIS;8
DIYARBAKIR;BAGLAR;DIYARBAKIR;CUNGUS;8
ERZURUM;PASINLER;ERZURUM;KARACOBAN;8
CANKIRI;KORGUN;CANKIRI;YAPRAKLI;8
ELAZIG;KARAKOCAN;ELAZIG;MADEN;8
BALIKESIR;BIGADIC;BALIKESIR;SAVASTEPE;8
BALIKESIR;BIGADIC;BALIKESIR;MARMARA;8
BURSA;YENISEHIR;BURSA;ORHANELI;8
BINGOL;KARLIOVA;BINGOL;KIGI;8
ERZURUM;CAT;ERZURUM;HORASAN;8
ISPARTA;YENISARBADEMLI;ISPARTA;KECIBORLU;8
ISTANBUL;SANCAKTEPE;ISTANBUL;BESIKTAS;8
DIYARBAKIR;CINAR;DIYARBAKIR;EGIL;8
ISTANBUL;SANCAKTEPE;ISTANBUL;BEYOGLU;8
DENIZLI;KALE/DENIZLI;DENIZLI;BABADAG;8
DIYARBAKIR;CINAR;DIYARBAKIR;DICLE;8
DENIZLI;KALE/DENIZLI;DENIZLI;CIVRIL;8
ERZURUM;SENKAYA;ERZURUM;HINIS;8
ERZURUM;SENKAYA;ERZURUM;ISPIR;8
GUMUSHANE;TORUL;GUMUSHANE;KOSE;8
CANAKKALE;BOZCAADA;CANAKKALE;CAN;8
IZMIR;ALIAGA;IZMIR;KARABURUN;8
IZMIR;ALIAGA;IZMIR;KINIK;8
ELAZIG;ALACAKAYA;ELAZIG;KARAKOCAN;8
ELAZIG;SIVRICE;ELAZIG;PALU;8
ERZINCAN;ILIC;ERZINCAN;REFAHIYE;8
DIYARBAKIR;DICLE;DIYARBAKIR;CUNGUS;8
DENIZLI;AKKOY;DENIZLI;BULDAN;8
BITLIS;HIZAN;BITLIS;GUROYMAK;8
BURDUR;CELTIKCI;BURDUR;CAVDIR;8
BITLIS;HIZAN;BITLIS;AHLAT;8
CANAKKALE;ECEABAT;CANAKKALE;BIGA;8
CANAKKALE;ECEABAT;CANAKKALE;BAYRAMIC;8
EDIRNE;SULOGLU;EDIRNE;KESAN;8
ISTANBUL;SULTANGAZI;ISTANBUL;SARIYER;8
CORUM;SUNGURLU;CORUM;MECITOZU;8
IZMIR;KIRAZ;IZMIR;DIKILI;8
ERZURUM;TORTUM;ERZURUM;SENKAYA;8
CANAKKALE;GOKCEADA;CANAKKALE;CAN;8
ISPARTA;AKSU;ISPARTA;KECIBORLU;8
GAZIANTEP;YAVUZELI;GAZIANTEP;ISLAHIYE;8
CANKIRI;KORGUN;CANKIRI;BAYRAMOREN;8
ERZINCAN;KEMAH;ERZINCAN;KEMALIYE;8
CORUM;ISKILIP;CORUM;MECITOZU;8
GIRESUN;ALUCRA;GIRESUN;CAMOLUK;8
GIRESUN;ALUCRA;GIRESUN;EYNESIL;8
CORUM;MECITOZU;CORUM;UGURLUDAG;8
BALIKESIR;EDREMIT/BALIKESIR;BALIKESIR;BALYA;8
GIRESUN;BULANCAK;GIRESUN;CANAKCI;8
GIRESUN;BULANCAK;GIRESUN;YAGLIDERE;8
GIRESUN;BULANCAK;GIRESUN;CAMOLUK;8
EDIRNE;MERIC;EDIRNE;SULOGLU;8
GIRESUN;CAMOLUK;GIRESUN;ALUCRA;8
CANKIRI;ATKARACALAR;CANKIRI;ORTA;8
CANKIRI;BAYRAMOREN;CANKIRI;SABANOZU;8
ISTANBUL;CATALCA;ISTANBUL;ADALAR;8
ERZURUM;ISPIR;ERZURUM;NARMAN;8
AYDIN;BUHARKENT;AYDIN;BOZDOGAN;8
ERZURUM;ISPIR;ERZURUM;UZUNDERE;8
BINGOL;GENC;BINGOL;YEDISU;8
DIYARBAKIR;YENISEHIR;DIYARBAKIR;CUNGUS;8
ISTANBUL;ESENYURT;ISTANBUL;KARTAL;8
CORUM;KARGI;CORUM;BAYAT/CORUM;8
IZMIR;BALCOVA;IZMIR;BAYINDIR;8
GIRESUN;ESPIYE;GIRESUN;EYNESIL;8
ESKISEHIR;BEYLIKOVA;ESKISEHIR;MAHMUDIYE;8
KONYA;DERBENT;KONYA;AKSEHIR;8
MALATYA;DOGANYOL;MALATYA;BATTALGAZI;8
MALATYA;ARGUVAN;MALATYA;AKCADAG;8
KONYA;HADIM;KONYA;YUNAK;8
GIRESUN;GIRESUN MERKEZ;GIRESUN;GUCE;8
ISPARTA;KECIBORLU;ISPARTA;GELENDOST;8
KONYA;BOZKIR;KONYA;SARAYONU;8
KONYA;EREGLI/KONYA;KONYA;GUNEYSINIR;8
KONYA;EMIRGAZI;KONYA;ILGIN;8
KONYA;ILGIN;KONYA;DERBENT;8
KONYA;EREGLI/KONYA;KONYA;KADINHANI;8
KONYA;DEREBUCAK;KONYA;EREGLI/KONYA;8
KARAMAN;AYRANCI;KARAMAN;ERMENEK;8
KIRIKKALE;KARAKECILI;KIRIKKALE;KESKIN;8
KASTAMONU;SEYDILER;KASTAMONU;ABANA;8
KASTAMONU;SEYDILER;KASTAMONU;INEBOLU;8
KONYA;CUMRA;KONYA;ALTINEKIN;8
KIRIKKALE;BAHSILI;KIRIKKALE;KESKIN;8
KONYA;ALTINEKIN;KONYA;CUMRA;8
KONYA;KADINHANI;KONYA;AKOREN;8
KUTAHYA;KUTAHYA MERKEZ;KUTAHYA;SAPHANE;8
KONYA;KARATAY;KONYA;DEREBUCAK;8
KONYA;ALTINEKIN;KONYA;ILGIN;8
KONYA;KADINHANI;KONYA;GUNEYSINIR;8
KAYSERI;BUNYAN;KAYSERI;SARIZ;8
MANISA;KIRKAGAC;MANISA;DEMIRCI;8
KIRIKKALE;YAHSIHAN;KIRIKKALE;BALISEYH;8
KASTAMONU;ARAC;KASTAMONU;AZDAVAY;8
KUTAHYA;EMET;KUTAHYA;SAPHANE;8
KONYA;HUYUK;KONYA;CUMRA;8
KUTAHYA;DOMANIC;KUTAHYA;ALTINTAS;8
KASTAMONU;AZDAVAY;KASTAMONU;CATALZEYTIN;8
KARS;SELIM;KARS;DIGOR;8
